,,,Demand,Solar,Wind,Hydro
2030,sc01,11-03 22:00:00+01:00,1092.053439,0.02,0.4,155.4
2030,sc01,11-03 23:00:00+01:00,1057.151163,0.02,3.6,155.4
2030,sc01,11-04 00:00:00+01:00,1039.700025,0.02,25.6,82.2
2030,sc01,11-04 01:00:00+01:00,1032.331766,0.02,64.8,79.2
2030,sc01,11-04 02:00:00+01:00,1029.229342,0.02,67.2,79.2
2030,sc01,11-04 03:00:00+01:00,1047.068283,0.02,84.4,79.2
2030,sc01,11-04 04:00:00+01:00,1109.116774,0.02,55.2,79.2
2030,sc01,11-04 05:00:00+01:00,1220.028451,0.02,18,79.2
2030,sc01,11-04 06:00:00+01:00,1248.725878,534.403,6,79.2
2030,sc01,11-04 07:00:00+01:00,1239.806407,927.601,0.004,76.2
2030,sc01,11-04 08:00:00+01:00,1234.764968,1191.2,0.004,79.2
2030,sc01,11-04 09:00:00+01:00,1256.094137,1342.8,0.004,153
2030,sc01,11-04 10:00:00+01:00,1266.952622,1419.2,0.004,155.4
2030,sc01,11-04 11:00:00+01:00,1299.915883,1446,0.004,158.4
2030,sc01,11-04 12:00:00+01:00,1323.959673,1391.2,0.004,153
2030,sc01,11-04 13:00:00+01:00,1341.798614,1267.2,0.8,158.4
2030,sc01,11-04 14:00:00+01:00,1370.883845,1006.4,0.4,155.4
2030,sc01,11-04 15:00:00+01:00,1373.210663,454.8,21.6,158.4
2030,sc01,11-04 16:00:00+01:00,1389.886196,0.02,10,155.4
2030,sc01,11-04 17:00:00+01:00,1417.420213,0.02,0.004,155.4
2030,sc01,11-04 18:00:00+01:00,1348.003463,0.02,98.4,158.4
2030,sc01,11-04 19:00:00+01:00,1308.44755,0.02,240.4,155.4
2030,sc01,11-04 20:00:00+01:00,1273.933078,0.02,334.4,155.4
2030,sc01,11-04 21:00:00+01:00,1166.899432,0.02,432.4,155.4
2030,sc01,11-04 22:00:00+01:00,1084.685181,0.02,456,155.4
2030,sc01,11-04 23:00:00+01:00,1051.72192,0.02,753.6,155.4
2030,sc01,11-05 00:00:00+01:00,1033.882979,0.02,801.2,82.2
2030,sc01,11-05 01:00:00+01:00,1030.780554,0.02,901.2,76.2
2030,sc01,11-05 02:00:00+01:00,1025.739114,0.02,839.6,73.8
2030,sc01,11-05 03:00:00+01:00,1043.965859,0.02,813.2,76.2
2030,sc01,11-05 04:00:00+01:00,1105.238743,0.02,762,76.2
2030,sc01,11-05 05:00:00+01:00,1213.435799,0.02,661.2,76.2
2030,sc01,11-05 06:00:00+01:00,1246.399059,590.8,656.8,76.2
2030,sc01,11-05 07:00:00+01:00,1228.172316,1041.6,644.4,141.6
2030,sc01,11-05 08:00:00+01:00,1221.579664,1279.6,615.2,153
2030,sc01,11-05 09:00:00+01:00,1238.642999,1416.4,608.4,155.4
2030,sc01,11-05 10:00:00+01:00,1256.869743,1462,298,158.4
2030,sc01,11-05 11:00:00+01:00,1279.36232,1450,194.4,158.4
2030,sc01,11-05 12:00:00+01:00,1303.793913,1375.2,11.6,158.4
2030,sc01,11-05 13:00:00+01:00,1309.998763,1284.8,26.4,161.4
2030,sc01,11-05 14:00:00+01:00,1324.73528,1114,44.4,158.4
2030,sc01,11-05 15:00:00+01:00,1329.77672,584.4,84.8,161.4
2030,sc01,11-05 16:00:00+01:00,1375.149678,0.02,67.2,158.4
2030,sc01,11-05 17:00:00+01:00,1486.449159,0.02,145.2,158.4
2030,sc01,11-05 18:00:00+01:00,1439.137184,0.02,614.4,161.4
2030,sc01,11-05 19:00:00+01:00,1373.598466,0.02,1465.6,155.4
2030,sc01,11-05 20:00:00+01:00,1294.098837,0.02,2406.4,99
2030,sc01,11-05 21:00:00+01:00,1168.450643,0.02,2578.8,76.2
2030,sc01,11-05 22:00:00+01:00,1085.460787,0.02,2580.4,82.2
2030,sc01,11-05 23:00:00+01:00,1045.517071,0.02,2577.6,85.2
2030,sc01,11-06 00:00:00+01:00,1033.495176,0.02,2578,76.2
2030,sc01,11-06 01:00:00+01:00,1024.575705,0.02,2573.2,76.2
2030,sc01,11-06 02:00:00+01:00,1024.963508,0.02,2582.4,79.2
2030,sc01,11-06 03:00:00+01:00,1040.475631,0.02,2576.8,79.2
2030,sc01,11-06 04:00:00+01:00,1104.075334,0.02,2560.4,79.2
2030,sc01,11-06 05:00:00+01:00,1213.435799,0.02,2562.8,76.2
2030,sc01,11-06 06:00:00+01:00,1242.908832,586,2566.8,79.2
2030,sc01,11-06 07:00:00+01:00,1221.579664,1043.6,2556.8,82.2
2030,sc01,11-06 08:00:00+01:00,1213.047996,1301.2,2554,135.6
2030,sc01,11-06 09:00:00+01:00,1227.396709,1434.8,2397.6,153
2030,sc01,11-06 10:00:00+01:00,1242.133226,1462,1977.2,158.4
2030,sc01,11-06 11:00:00+01:00,1264.625804,1478,1100.4,161.4
2030,sc01,11-06 12:00:00+01:00,1282.852548,1402.8,707.6,155.4
2030,sc01,11-06 13:00:00+01:00,1294.874444,1287.6,669.6,158.4
2030,sc01,11-06 14:00:00+01:00,1315.815809,1038,1242.4,155.4
2030,sc01,11-06 15:00:00+01:00,1324.347476,564,2284,161.4
2030,sc01,11-06 16:00:00+01:00,1375.149678,0.02,2550.8,155.4
2030,sc01,11-06 17:00:00+01:00,1486.061356,0.02,2565.6,155.4
2030,sc01,11-06 18:00:00+01:00,1437.973776,0.02,2563.2,158.4
2030,sc01,11-06 19:00:00+01:00,1362.352177,0.02,2579.6,155.4
2030,sc01,11-06 20:00:00+01:00,1287.506185,0.02,2614.4,155.4
2030,sc01,11-06 21:00:00+01:00,1173.10428,0.02,2673.2,155.4
2030,sc01,11-06 22:00:00+01:00,1080.031544,0.02,2750.4,76.2
2030,sc01,11-06 23:00:00+01:00,1048.619495,0.02,2684.8,79.2
2030,sc01,11-07 00:00:00+01:00,1030.392751,0.02,2721.6,76.2
2030,sc01,11-07 01:00:00+01:00,1027.290327,0.02,2658.4,76.2
2030,sc01,11-07 02:00:00+01:00,1023.800099,0.02,2656.4,79.2
2030,sc01,11-07 03:00:00+01:00,1035.821994,0.02,2702,79.2
2030,sc01,11-07 04:00:00+01:00,1100.972909,0.02,2686.8,76.2
2030,sc01,11-07 05:00:00+01:00,1210.333375,0.02,2633.2,79.2
2030,sc01,11-07 06:00:00+01:00,1243.296635,557.204,2452.4,76.2
2030,sc01,11-07 07:00:00+01:00,1221.967467,992.804,2404.8,135.6
2030,sc01,11-07 08:00:00+01:00,1218.477239,1201.2,2559.2,155.4
2030,sc01,11-07 09:00:00+01:00,1243.296635,1328.4,2389.6,155.4
2030,sc01,11-07 10:00:00+01:00,1252.603909,1350.8,1760.8,155.4
2030,sc01,11-07 11:00:00+01:00,1281.68914,1344.4,1418,158.4
2030,sc01,11-07 12:00:00+01:00,1313.101187,1304,1990,158.4
2030,sc01,11-07 13:00:00+01:00,1339.471796,1157.6,1741.2,161.4
2030,sc01,11-07 14:00:00+01:00,1357.69854,987.601,1720.4,155.4
2030,sc01,11-07 15:00:00+01:00,1364.678996,483.201,1652.4,158.4
2030,sc01,11-07 16:00:00+01:00,1398.417863,0.02,1692.4,158.4
2030,sc01,11-07 17:00:00+01:00,1449.220065,0.02,248.8,158.4
2030,sc01,11-07 18:00:00+01:00,1386.008164,0.02,2344.8,115.8
2030,sc01,11-07 19:00:00+01:00,1329.001113,0.02,1379.6,73.8
2030,sc01,11-07 20:00:00+01:00,1260.747773,0.02,1973.6,76.2
2030,sc01,11-07 21:00:00+01:00,1173.492083,0.02,2456,79.2
2030,sc01,11-07 22:00:00+01:00,1092.829045,0.02,2676.4,76.2
2030,sc01,11-07 23:00:00+01:00,1052.109723,0.02,2626,79.2
2030,sc01,11-08 00:00:00+01:00,1030.780554,0.02,2689.6,34.2
2030,sc01,11-08 01:00:00+01:00,1019.922068,0.02,2510.4,25.2
2030,sc01,11-08 02:00:00+01:00,1018.370856,0.02,2557.6,22.8
2030,sc01,11-08 03:00:00+01:00,1021.473281,0.02,2812.8,22.8
2030,sc01,11-08 04:00:00+01:00,1034.270782,0.02,2797.2,22.8
2030,sc01,11-08 05:00:00+01:00,1062.968209,0.02,2787.2,73.8
2030,sc01,11-08 06:00:00+01:00,1082.746165,547.601,2809.2,79.2
2030,sc01,11-08 07:00:00+01:00,1118.036245,1012.001,2812.4,79.2
2030,sc01,11-08 08:00:00+01:00,1149.836096,1248.8,2805.6,76.2
2030,sc01,11-08 09:00:00+01:00,1180.472538,1409.6,2806,79.2
2030,sc01,11-08 10:00:00+01:00,1197.923676,1473.6,2570.4,79.2
2030,sc01,11-08 11:00:00+01:00,1222.743073,1479.6,2393.6,79.2
2030,sc01,11-08 12:00:00+01:00,1245.235651,1430,1642.8,76.2
2030,sc01,11-08 13:00:00+01:00,1265.40141,1309.6,843.2,79.2
2030,sc01,11-08 14:00:00+01:00,1281.68914,1042,591.6,79.2
2030,sc01,11-08 15:00:00+01:00,1297.589065,560,998,85.2
2030,sc01,11-08 16:00:00+01:00,1334.430357,0.02,620.4,155.4
2030,sc01,11-08 17:00:00+01:00,1400.74468,0.02,184.8,158.4
2030,sc01,11-08 18:00:00+01:00,1342.186418,0.02,2400.4,153
2030,sc01,11-08 19:00:00+01:00,1279.750123,0.02,2794,158.4
2030,sc01,11-08 20:00:00+01:00,1220.804057,0.02,2769.6,102
2030,sc01,11-08 21:00:00+01:00,1143.243444,0.02,2757.2,79.2
2030,sc01,11-08 22:00:00+01:00,1077.704726,0.02,2682,79.2
2030,sc01,11-08 23:00:00+01:00,1046.68048,0.02,2666.8,76.2
2030,sc01,11-09 00:00:00+01:00,1024.963508,0.02,2745.6,28.2
2030,sc01,11-09 01:00:00+01:00,1016.431841,0.02,2832.4,22.8
2030,sc01,11-09 02:00:00+01:00,1013.717219,0.02,2821.6,22.8
2030,sc01,11-09 03:00:00+01:00,1011.390401,0.02,2854,22.8
2030,sc01,11-09 04:00:00+01:00,1023.024493,0.02,2826.4,22.8
2030,sc01,11-09 05:00:00+01:00,1039.700025,0.02,2854,28.2
2030,sc01,11-09 06:00:00+01:00,1052.109723,544,2853.6,79.2
2030,sc01,11-09 07:00:00+01:00,1087.011999,1022.8,2850.4,79.2
2030,sc01,11-09 08:00:00+01:00,1112.607001,1284.4,2852.4,79.2
2030,sc01,11-09 09:00:00+01:00,1146.733672,1422.8,2830.8,79.2
2030,sc01,11-09 10:00:00+01:00,1162.633598,1465.6,2816,79.2
2030,sc01,11-09 11:00:00+01:00,1188.616403,1483.2,2800.4,113.4
2030,sc01,11-09 12:00:00+01:00,1219.252845,1410.8,2748.4,155.4
2030,sc01,11-09 13:00:00+01:00,1247.174666,1275.6,1987.6,153
2030,sc01,11-09 14:00:00+01:00,1266.952622,1061.6,1244.4,158.4
2030,sc01,11-09 15:00:00+01:00,1285.56717,547.6,1423.6,158.4
2030,sc01,11-09 16:00:00+01:00,1346.840054,0.02,1356.4,158.4
2030,sc01,11-09 17:00:00+01:00,1446.893246,0.02,1420.4,158.4
2030,sc01,11-09 18:00:00+01:00,1408.112939,0.02,1889.2,155.4
2030,sc01,11-09 19:00:00+01:00,1330.552325,0.02,2444,158.4
2030,sc01,11-09 20:00:00+01:00,1240.194211,0.02,1554.8,158.4
2030,sc01,11-09 21:00:00+01:00,1139.753216,0.02,2682.8,87.6
2030,sc01,11-09 22:00:00+01:00,1063.356012,0.02,2727.6,79.2
2030,sc01,11-09 23:00:00+01:00,1033.107373,0.02,2772.8,79.2
2030,sc01,11-10 00:00:00+01:00,1019.534265,0.02,2848.8,76.2
2030,sc01,11-10 01:00:00+01:00,1012.55381,0.02,2849.2,79.2
2030,sc01,11-10 02:00:00+01:00,1014.105022,0.02,2842.8,79.2
2030,sc01,11-10 03:00:00+01:00,1028.841539,0.02,2824.8,76.2
2030,sc01,11-10 04:00:00+01:00,1081.970559,0.02,2806.8,79.2
2030,sc01,11-10 05:00:00+01:00,1201.801707,0.02,2829.6,79.2
2030,sc01,11-10 06:00:00+01:00,1232.825953,530,2742.4,79.2
2030,sc01,11-10 07:00:00+01:00,1230.499134,1009.6,2702.4,79.2
2030,sc01,11-10 08:00:00+01:00,1240.969817,1256.4,2640.8,76.2
2030,sc01,11-10 09:00:00+01:00,1273.545274,1387.6,2633.2,79.2
2030,sc01,11-10 10:00:00+01:00,1303.406111,1459.6,2646.8,124.8
2030,sc01,11-10 11:00:00+01:00,1347.227858,1467.6,2653.2,158.4
2030,sc01,11-10 12:00:00+01:00,1388.722786,1408.4,2658,161.4
2030,sc01,11-10 13:00:00+01:00,1437.973776,1276.4,2654.8,164.4
2030,sc01,11-10 14:00:00+01:00,1465.11999,1036,2648,158.4
2030,sc01,11-10 15:00:00+01:00,1479.468704,532,2675.2,158.4
2030,sc01,11-10 16:00:00+01:00,1511.268556,0.02,2729.2,158.4
2030,sc01,11-10 17:00:00+01:00,1603.565686,0.02,2730.4,161.4
2030,sc01,11-10 18:00:00+01:00,1508.166131,0.02,2802.4,161.4
2030,sc01,11-10 19:00:00+01:00,1434.483547,0.02,2844.4,155.4
2030,sc01,11-10 20:00:00+01:00,1323.57187,0.02,2848.8,158.4
2030,sc01,11-10 21:00:00+01:00,1184.350568,0.02,2838.8,105
2030,sc01,11-10 22:00:00+01:00,1089.726621,0.02,2848.8,79.2
2030,sc01,11-10 23:00:00+01:00,1048.231692,0.02,2842.4,79.2
2030,sc01,11-11 00:00:00+01:00,1031.168357,0.02,2854,79.2
2030,sc01,11-11 01:00:00+01:00,1021.473281,0.02,2854,79.2
2030,sc01,11-11 02:00:00+01:00,1021.473281,0.02,2850.4,79.2
2030,sc01,11-11 03:00:00+01:00,1035.046388,0.02,2839.2,79.2
2030,sc01,11-11 04:00:00+01:00,1097.870485,0.02,2829.2,79.2
2030,sc01,11-11 05:00:00+01:00,1202.577313,0.02,2828,79.2
2030,sc01,11-11 06:00:00+01:00,1224.294286,512.8,2836.8,79.2
2030,sc01,11-11 07:00:00+01:00,1220.416254,979.2,2849.2,76.2
2030,sc01,11-11 08:00:00+01:00,1233.601558,1220.4,2803.2,90.6
2030,sc01,11-11 09:00:00+01:00,1288.669594,1349.2,2800.8,158.4
2030,sc01,11-11 10:00:00+01:00,1326.286492,1406.8,2696,155.4
2030,sc01,11-11 11:00:00+01:00,1392.988619,1409.6,2605.6,158.4
2030,sc01,11-11 12:00:00+01:00,1465.507793,1363.6,2588.8,158.4
2030,sc01,11-11 13:00:00+01:00,1512.819768,1245.2,2393.2,153
2030,sc01,11-11 14:00:00+01:00,1540.741588,1021.2,2755.6,158.4
2030,sc01,11-11 15:00:00+01:00,1553.539089,517.6,2784.4,158.4
2030,sc01,11-11 16:00:00+01:00,1565.173182,0.02,2805.6,155.4
2030,sc01,11-11 17:00:00+01:00,1652.816675,0.02,2709.6,158.4
2030,sc01,11-11 18:00:00+01:00,1564.009773,0.02,2770,158.4
2030,sc01,11-11 19:00:00+01:00,1466.671203,0.02,2813.2,155.4
2030,sc01,11-11 20:00:00+01:00,1353.432707,0.02,2829.6,155.4
2030,sc01,11-11 21:00:00+01:00,1214.211405,0.02,2838,158.4
2030,sc01,11-11 22:00:00+01:00,1098.258288,0.02,2837.2,153
2030,sc01,11-11 23:00:00+01:00,1055.987754,0.02,2782.4,99
2030,sc01,11-12 00:00:00+01:00,1036.209797,0.02,2825.6,79.2
2030,sc01,11-12 01:00:00+01:00,1024.575705,0.02,2837.6,79.2
2030,sc01,11-12 02:00:00+01:00,1023.024493,0.02,2770.4,76.2
2030,sc01,11-12 03:00:00+01:00,1035.434191,0.02,2745.6,79.2
2030,sc01,11-12 04:00:00+01:00,1092.441242,0.02,2742.8,76.2
2030,sc01,11-12 05:00:00+01:00,1209.557768,0.02,2808.8,79.2
2030,sc01,11-12 06:00:00+01:00,1237.091787,511.2,2002.8,79.2
2030,sc01,11-12 07:00:00+01:00,1225.845498,994.8,1324,76.2
2030,sc01,11-12 08:00:00+01:00,1243.296635,1246,1211.2,121.8
2030,sc01,11-12 09:00:00+01:00,1285.56717,1389.6,658,155.4
2030,sc01,11-12 10:00:00+01:00,1329.001113,1434.4,491.6,158.4
2030,sc01,11-12 11:00:00+01:00,1379.027709,1443.2,222,155.4
2030,sc01,11-12 12:00:00+01:00,1439.137184,1393.2,103.2,158.4
2030,sc01,11-12 13:00:00+01:00,1498.08325,1276.4,142.8,158.4
2030,sc01,11-12 14:00:00+01:00,1545.007422,1013.6,361.2,155.4
2030,sc01,11-12 15:00:00+01:00,1566.336591,512.4,553.6,158.4
2030,sc01,11-12 16:00:00+01:00,1570.990227,0.02,1291.6,153
2030,sc01,11-12 17:00:00+01:00,1634.977733,0.02,436,158.4
2030,sc01,11-12 18:00:00+01:00,1544.61962,0.02,56.8,158.4
2030,sc01,11-12 19:00:00+01:00,1444.954231,0.02,0.004,155.4
2030,sc01,11-12 20:00:00+01:00,1348.003463,0.02,0.004,158.4
2030,sc01,11-12 21:00:00+01:00,1202.577313,0.02,305.6,96
2030,sc01,11-12 22:00:00+01:00,1094.76806,0.02,193.2,79.2
2030,sc01,11-12 23:00:00+01:00,1056.375557,0.02,434,79.2
2030,sc01,11-13 00:00:00+01:00,1035.821994,0.02,190.4,79.2
2030,sc01,11-13 01:00:00+01:00,1024.575705,0.02,98,79.2
2030,sc01,11-13 02:00:00+01:00,1023.412296,0.02,480.4,76.2
2030,sc01,11-13 03:00:00+01:00,1035.046388,0.02,684.8,79.2
2030,sc01,11-13 04:00:00+01:00,1091.277833,0.02,0.004,79.2
2030,sc01,11-13 05:00:00+01:00,1203.352919,0.02,274.4,76.2
2030,sc01,11-13 06:00:00+01:00,1232.43815,494,1079.2,79.2
2030,sc01,11-13 07:00:00+01:00,1229.335725,988.4,1994,79.2
2030,sc01,11-13 08:00:00+01:00,1248.338075,1254.4,1932,79.2
2030,sc01,11-13 09:00:00+01:00,1281.68914,1391.6,2198.4,153
2030,sc01,11-13 10:00:00+01:00,1308.059748,1435.2,1687.6,158.4
2030,sc01,11-13 11:00:00+01:00,1351.493691,1433.2,1637.2,158.4
2030,sc01,11-13 12:00:00+01:00,1380.966724,1375.6,1489.6,155.4
2030,sc01,11-13 13:00:00+01:00,1415.093394,1264.4,1346.8,158.4
2030,sc01,11-13 14:00:00+01:00,1433.320139,1010.4,947.2,155.4
2030,sc01,11-13 15:00:00+01:00,1435.646957,505.2,789.2,158.4
2030,sc01,11-13 16:00:00+01:00,1456.588322,0.02,1226.8,158.4
2030,sc01,11-13 17:00:00+01:00,1536.087951,0.02,2089.6,155.4
2030,sc01,11-13 18:00:00+01:00,1466.283399,0.02,1973.2,158.4
2030,sc01,11-13 19:00:00+01:00,1369.720436,0.02,1528.4,155.4
2030,sc01,11-13 20:00:00+01:00,1305.345126,0.02,571.6,155.4
2030,sc01,11-13 21:00:00+01:00,1189.004206,0.02,1080.8,102
2030,sc01,11-13 22:00:00+01:00,1098.258288,0.02,2100.8,96
2030,sc01,11-13 23:00:00+01:00,1053.660935,0.02,1940,79.2
2030,sc01,11-14 00:00:00+01:00,1037.761009,0.02,1784.8,79.2
2030,sc01,11-14 01:00:00+01:00,1027.67813,0.02,1772,79.2
2030,sc01,11-14 02:00:00+01:00,1026.902523,0.02,1716,79.2
2030,sc01,11-14 03:00:00+01:00,1040.087828,0.02,1701.2,79.2
2030,sc01,11-14 04:00:00+01:00,1077.704726,0.02,1777.2,79.2
2030,sc01,11-14 05:00:00+01:00,1159.531173,0.02,1937.6,76.2
2030,sc01,11-14 06:00:00+01:00,1178.533523,487.2,2070.8,79.2
2030,sc01,11-14 07:00:00+01:00,1206.843148,1024.4,2199.6,79.2
2030,sc01,11-14 08:00:00+01:00,1219.640648,1299.6,2349.2,79.2
2030,sc01,11-14 09:00:00+01:00,1244.460044,1439.2,2207.2,76.2
2030,sc01,11-14 10:00:00+01:00,1257.257546,1500.4,2270.4,90.6
2030,sc01,11-14 11:00:00+01:00,1279.750123,1502.4,2480.8,127.2
2030,sc01,11-14 12:00:00+01:00,1303.406111,1426,2466.4,155.4
2030,sc01,11-14 13:00:00+01:00,1322.408461,1289.6,2738.8,158.4
2030,sc01,11-14 14:00:00+01:00,1341.798614,1016.4,2751.6,155.4
2030,sc01,11-14 15:00:00+01:00,1341.023009,501.2,2576,155.4
2030,sc01,11-14 16:00:00+01:00,1375.149678,0.02,2135.2,155.4
2030,sc01,11-14 17:00:00+01:00,1425.95188,0.02,2691.2,158.4
2030,sc01,11-14 18:00:00+01:00,1357.69854,0.02,1759.2,158.4
2030,sc01,11-14 19:00:00+01:00,1304.56952,0.02,689.6,141.6
2030,sc01,11-14 20:00:00+01:00,1243.684439,0.02,0.004,76.2
2030,sc01,11-14 21:00:00+01:00,1166.899432,0.02,5.2,76.2
2030,sc01,11-14 22:00:00+01:00,1094.380257,0.02,449.2,45
2030,sc01,11-14 23:00:00+01:00,1058.314572,0.02,2700.8,76.2
2030,sc01,11-15 00:00:00+01:00,1034.658585,0.02,2716,31.2
2030,sc01,11-15 01:00:00+01:00,1024.963508,0.02,2754.4,22.8
2030,sc01,11-15 02:00:00+01:00,1019.146462,0.02,2726.8,25.2
2030,sc01,11-15 03:00:00+01:00,1023.412296,0.02,2652,22.8
2030,sc01,11-15 04:00:00+01:00,1040.087828,0.02,2446.4,25.2
2030,sc01,11-15 05:00:00+01:00,1072.275482,0.02,2456.8,22.8
2030,sc01,11-15 06:00:00+01:00,1095.93147,460.4,2152,25.2
2030,sc01,11-15 07:00:00+01:00,1137.814201,940,1844.4,73.8
2030,sc01,11-15 08:00:00+01:00,1167.675037,1193.2,954,79.2
2030,sc01,11-15 09:00:00+01:00,1182.799357,1343.6,1634.8,85.2
2030,sc01,11-15 10:00:00+01:00,1194.433449,1405.2,1328.8,158.4
2030,sc01,11-15 11:00:00+01:00,1200.638298,1378.8,1542.8,155.4
2030,sc01,11-15 12:00:00+01:00,1192.494434,1257.6,1738.8,158.4
2030,sc01,11-15 13:00:00+01:00,1189.779812,1078.001,2327.6,155.4
2030,sc01,11-15 14:00:00+01:00,1182.799357,796.801,2481.2,155.4
2030,sc01,11-15 15:00:00+01:00,1198.699282,335.202,2483.6,105
2030,sc01,11-15 16:00:00+01:00,1281.301336,0.02,2380.4,79.2
2030,sc01,11-15 17:00:00+01:00,1345.288843,0.02,1451.6,82.2
2030,sc01,11-15 18:00:00+01:00,1309.223157,0.02,1749.2,79.2
2030,sc01,11-15 19:00:00+01:00,1253.767318,0.02,2706,79.2
2030,sc01,11-15 20:00:00+01:00,1209.945572,0.02,2804,79.2
2030,sc01,11-15 21:00:00+01:00,1142.080035,0.02,2849.6,79.2
2030,sc01,11-15 22:00:00+01:00,1085.460787,0.02,2854,76.2
2030,sc01,11-15 23:00:00+01:00,1052.497526,0.02,2854,79.2
2030,sc01,11-16 00:00:00+01:00,1033.495176,0.02,2854,79.2
2030,sc01,11-16 01:00:00+01:00,1023.800099,0.02,2833.6,76.2
2030,sc01,11-16 02:00:00+01:00,1017.59525,0.02,2809.6,79.2
2030,sc01,11-16 03:00:00+01:00,1018.370856,0.02,2808.8,79.2
2030,sc01,11-16 04:00:00+01:00,1025.351311,0.02,2737.6,79.2
2030,sc01,11-16 05:00:00+01:00,1045.904874,0.02,2794.8,76.2
2030,sc01,11-16 06:00:00+01:00,1055.212147,471.6,2786.8,79.2
2030,sc01,11-16 07:00:00+01:00,1092.053439,1010.4,2788.8,79.2
2030,sc01,11-16 08:00:00+01:00,1121.526472,1314,2806.4,110.4
2030,sc01,11-16 09:00:00+01:00,1143.243444,1463.2,2796,155.4
2030,sc01,11-16 10:00:00+01:00,1148.672687,1508.4,2766.4,158.4
2030,sc01,11-16 11:00:00+01:00,1162.633598,1523.2,2734.8,158.4
2030,sc01,11-16 12:00:00+01:00,1167.675037,1466,2336.4,155.4
2030,sc01,11-16 13:00:00+01:00,1183.18716,1322.8,2644,158.4
2030,sc01,11-16 14:00:00+01:00,1191.331024,1031.2,2434,158.4
2030,sc01,11-16 15:00:00+01:00,1200.250494,490.8,1834.4,155.4
2030,sc01,11-16 16:00:00+01:00,1282.852548,0.02,2594.4,115.8
2030,sc01,11-16 17:00:00+01:00,1391.437407,0.02,2596.4,107.4
2030,sc01,11-16 18:00:00+01:00,1363.127784,0.02,2514.8,105
2030,sc01,11-16 19:00:00+01:00,1301.467095,0.02,2560.4,107.4
2030,sc01,11-16 20:00:00+01:00,1220.028451,0.02,2817.2,56.4
2030,sc01,11-16 21:00:00+01:00,1127.343518,0.02,2728,22.8
2030,sc01,11-16 22:00:00+01:00,1056.76336,0.02,2496,25.2
2030,sc01,11-16 23:00:00+01:00,1030.004948,0.02,2722,25.2
2030,sc01,11-17 00:00:00+01:00,1021.473281,0.02,2815.2,79.2
2030,sc01,11-17 01:00:00+01:00,1016.431841,0.02,2839.6,79.2
2030,sc01,11-17 02:00:00+01:00,1017.207447,0.02,2748,76.2
2030,sc01,11-17 03:00:00+01:00,1033.495176,0.02,2472.8,79.2
2030,sc01,11-17 04:00:00+01:00,1092.441242,0.02,2072,79.2
2030,sc01,11-17 05:00:00+01:00,1214.987012,0.02,2030.8,76.2
2030,sc01,11-17 06:00:00+01:00,1259.972167,464.4,1504.8,79.2
2030,sc01,11-17 07:00:00+01:00,1254.155121,989.2,218.8,99
2030,sc01,11-17 08:00:00+01:00,1244.460044,1253.6,516.4,153
2030,sc01,11-17 09:00:00+01:00,1236.703983,1403.6,2214.8,166.8
2030,sc01,11-17 10:00:00+01:00,1223.130876,1457.6,2574.4,161.4
2030,sc01,11-17 11:00:00+01:00,1222.743073,1439.6,1745.2,161.4
2030,sc01,11-17 12:00:00+01:00,1228.947921,1398.4,2805.6,166.8
2030,sc01,11-17 13:00:00+01:00,1229.723528,1283.2,2849.2,161.4
2030,sc01,11-17 14:00:00+01:00,1236.703983,1031.2,2849.2,161.4
2030,sc01,11-17 15:00:00+01:00,1246.399059,483.2,2844,161.4
2030,sc01,11-17 16:00:00+01:00,1322.408461,0.02,2834.4,161.4
2030,sc01,11-17 17:00:00+01:00,1438.749381,0.02,2758,110.4
2030,sc01,11-17 18:00:00+01:00,1400.74468,0.02,2740.8,82.2
2030,sc01,11-17 19:00:00+01:00,1347.227858,0.02,2854,76.2
2030,sc01,11-17 20:00:00+01:00,1259.584365,0.02,2847.2,79.2
2030,sc01,11-17 21:00:00+01:00,1155.265339,0.02,2812.8,76.2
2030,sc01,11-17 22:00:00+01:00,1076.153513,0.02,2809.2,76.2
2030,sc01,11-17 23:00:00+01:00,1043.190252,0.02,2794,76.2
2030,sc01,11-18 00:00:00+01:00,1029.617145,0.02,2814,76.2
2030,sc01,11-18 01:00:00+01:00,1024.963508,0.02,2790.8,79.2
2030,sc01,11-18 02:00:00+01:00,1028.841539,0.02,2661.6,82.2
2030,sc01,11-18 03:00:00+01:00,1042.414646,0.02,2770.4,79.2
2030,sc01,11-18 04:00:00+01:00,1107.953365,0.02,2632.8,82.2
2030,sc01,11-18 05:00:00+01:00,1236.31618,0.02,2753.6,79.2
2030,sc01,11-18 06:00:00+01:00,1267.728229,432.4,2753.6,82.2
2030,sc01,11-18 07:00:00+01:00,1236.31618,960,2726.4,79.2
2030,sc01,11-18 08:00:00+01:00,1223.130876,1236.4,2520,82.2
2030,sc01,11-18 09:00:00+01:00,1225.845498,1378,2215.6,82.2
2030,sc01,11-18 10:00:00+01:00,1221.967467,1430.4,1259.6,96
2030,sc01,11-18 11:00:00+01:00,1221.967467,1460.8,825.2,161.4
2030,sc01,11-18 12:00:00+01:00,1226.233301,1410,358.4,161.4
2030,sc01,11-18 13:00:00+01:00,1209.169965,1269.6,378.4,158.4
2030,sc01,11-18 14:00:00+01:00,1225.457694,1015.2,105.6,155.4
2030,sc01,11-18 15:00:00+01:00,1236.703983,447.6,129.6,158.4
