10-20 19:00:00+02:00,0.0,0.0,0.20765036508041804,1.0,0.0,0.0,0.0,0.0,0.0,0.2635731284473707,0.06924153067940586,0.0,0.0,0.0,0.0,0.495515127624878,0.12275272810652618,0.0,0.11908333907960199,0.40200008785085317,0.19237425412457904,1.0,0.0,0.0,0.0,0.0,0.7526115746849088,0.0,0.0,0.0,0.3774514369407269,0.0,0.0,0.0
10-20 20:00:00+02:00,0.0,0.41755337396220005,0.2579071276691602,1.0,0.0,0.0,0.0,0.0,0.0,0.17904763909451588,0.41351625329091346,0.0,0.0,0.0,0.0,0.4049800726815763,0.08637736724356838,0.0,0.10399915661691542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6588289660892457,0.0,0.0,0.0,0.3078635920213084,0.0,0.0,0.0
10-20 21:00:00+02:00,0.0,0.11569248835778217,0.2910338008260233,1.0,0.0,0.0,0.0,0.0,0.0,0.11215534322829296,0.6414887846988739,0.0,0.0,0.0,0.0,0.7030008181717604,0.0,0.0,0.0834769375124378,0.0,0.10170515288945695,0.0,0.0,0.0,0.0,0.0,0.5666519237508506,0.0,0.0,0.0,0.5063652990086305,0.0,0.0,0.0
10-20 22:00:00+02:00,0.0,0.0,0.11043049777409461,1.0,0.0,0.0,0.10894424695391125,0.2586752332307184,0.0,0.11763238357309191,0.5878969383137473,0.5621591022787011,0.0,0.24038507677555848,0.0,0.0,0.6500303717489346,0.1023205793262027,0.06341154860696517,0.17054822600011924,1.0,0.024446081100122398,0.5249947633577715,0.0,0.0,0.6094082706694918,0.5062390494278575,0.8169885723021417,0.0,0.0,0.08547671494669505,0.6418647180382946,0.789065254992847,0.0
10-20 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05782746952339238,0.0,0.10743022994590991,0.6213856546568777,0.13001764986326136,0.0,0.03639237908357934,0.0,0.0,0.4282914101325034,0.0,0.04722921659203979,0.0,0.6882006306640953,0.13675481063578457,0.12689308353776885,0.0,0.0,0.24753826345108698,0.0,0.7048672998883596,0.0,0.0,0.0794017533688699,0.0,0.3273540209031331,0.0
10-21 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633670485300166,0.05805616438109235,0.0,0.0,0.0,0.0,0.36310940010248516,0.0,0.036757262313432834,0.0,0.5083088336918947,0.08756183190446615,0.03715760036620382,0.0,0.0,0.17521590723831368,0.0,0.24779574102535387,0.0,0.0,0.07765056407249468,0.0,0.08255377306892668,0.0
10-21 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5535954528880304,0.006746028693668324,0.0,0.0,0.0,0.04133855695140989,0.31664174688213753,0.0,0.0319956857960199,0.0,0.36446189552509606,0.06752225872087883,0.0,0.0,0.0,0.14538128802789857,0.0,0.0,0.0,0.0,0.1113060701184077,0.0,0.0,0.0
10-21 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17127095776467363,0.0,0.0,0.0,0.0,0.0,0.2766425169051503,0.0,0.03082725465174129,0.0,0.33228134974087564,0.1444552281356652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-21 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27043751785425796,0.0,0.0,0.0,0.0,0.0,0.30283722907220384,0.0,0.03574696472636816,0.0,0.32861868313860537,0.11027302171808746,0.22713870568152308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013339414982643584,0.0
10-21 04:00:00+02:00,0.0,0.0,0.009754492556667783,0.0,0.0,0.0,0.0,0.0,0.0,0.10017752211317305,0.6302240386946043,0.04405239925194324,0.0,0.0,0.0,0.22917686454667302,0.36116341631661997,0.0,0.051938081940298496,0.0,0.42172737559720924,0.05316142828604007,0.6108942235202482,0.0,0.0,0.12408707264566447,0.0,0.3109679835587186,0.0,0.0,0.0,0.0,0.29195868403413167,0.0
10-21 05:00:00+02:00,0.0,8.982444171265579e-05,0.12487703942169431,0.0,0.48284764332104074,0.0,0.21820519189223703,0.25581422886305627,0.0,0.4520288943654419,0.568535232729303,0.17022685524322714,0.0,0.20496320210227864,0.0,1.0,0.4827375139672539,0.0,0.1009506934328358,0.15253145996953518,0.44230020009979465,0.0,0.7750832096411665,0.0,0.0,0.43885528347967045,0.6072693039800996,0.7228836120189186,0.0,0.2144469497178123,0.19974188302705181,0.37465339584785734,1.0,0.0
10-21 06:00:00+02:00,0.0,0.6844110376955331,0.34863174786244994,0.0,0.4916377861171557,0.0,0.2957067350654221,0.4011639651667221,0.0,0.7407655905675452,0.525732269818004,0.0,0.0,0.0,0.0,1.0,0.2986127340444834,0.0,0.14833804355721392,0.31030103324274455,0.007031957667722941,0.0,0.48473071049788397,0.0,0.0,0.05615627129491685,0.4851172733048959,0.6745205388086503,0.0,0.0,0.4098282058913401,0.46732943714282726,1.0,0.0
10-21 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.48905595453998235,0.0,0.0,0.6675925572831497,0.263981533331683,0.0,0.0,0.0,0.0,0.0,0.215633150342494,0.0,0.18263545084577112,0.30695395770304956,0.0,0.2539510891229836,0.41798685830846843,0.0,0.0,0.0,0.22103480952736332,0.09352903090363986,0.0,0.0,0.25682139701492535,0.05615187030357936,0.25698786651464584,0.0
10-21 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.49422124098070014,0.0,0.0,0.5620509203735427,0.682383830124052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18692986260696512,0.0,0.0,0.0,0.531433595068253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19072609872068225,0.043718397015586025,0.252935055624978,0.0
10-21 09:00:00+02:00,0.7393459504726367,0.0,0.0,0.0,0.0,0.0,0.014113429129054096,0.0,0.5240946752977457,0.0,0.0,1.0,0.5296525667551504,0.0968867661686064,0.47069866977823427,0.40106710341247437,0.42529207538776687,0.7448536494030789,0.5625913494589034,0.0,0.6244246593014274,0.7927753407060835,0.388135358741442,0.0,0.0,0.20369299829872772,0.0,0.3290036870304995,0.03539911428194609,0.0,0.5320465395987519,0.0,0.0,0.0
10-21 10:00:00+02:00,0.7256928820647315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5899330958512972,0.1336819821711287,0.4112564915701887,1.0,0.705690858830871,0.0,0.3730122925293351,0.18843222210799684,0.5061189798709135,0.8133740361364703,0.5866308551776167,0.006155143670449775,0.8738767889356546,0.8043150772500437,0.4440033084862196,0.27632819900497513,0.00037595450795358334,0.11156073524398423,0.0,0.7802973681467056,0.0,0.0,0.3454941656448074,0.0,0.0,0.0
10-21 11:00:00+02:00,0.7155431683170259,0.0,0.0,0.0,0.0,0.0,0.07151288309382439,0.21283673970632777,0.5538390333833985,0.18748686207261517,0.0,1.0,0.6857579373791277,0.0,0.22345024247819897,0.6132437558302213,0.5295712387048572,0.8520542842532771,0.6008123576109956,0.07968509851123326,0.9538438396660407,0.8279754742997519,0.3276889592294996,0.23755846247589574,0.0,0.07473939933772655,0.0,0.8146310871720054,0.0,0.0,0.7036788406050083,0.24873879162788667,0.3987643003861996,0.0
10-21 12:00:00+02:00,0.7093693193903445,0.2021214875471217,0.17487624641413288,0.0,0.0,0.0,0.13420315392659174,0.0,0.5446465706998947,0.2110802633339428,0.33083622174655514,1.0,0.6813593019797008,0.0,0.2430365416259619,0.6384689439138675,0.5107445726963052,0.8558629159854273,0.546148184099498,0.08212764318707215,0.9661609069817318,0.8118614359065207,0.3187179622947388,0.2454560378348768,0.0,0.12564086845798972,0.0,0.8293383694344988,0.0,0.0,0.7255916952097542,0.2692485759933485,0.42412912037357575,0.0
10-21 13:00:00+02:00,0.7079837985734092,0.3406996896721836,0.30159791676716774,0.0,0.0,0.0,0.1801408316201083,0.0,0.5518811967262696,0.2068256653921825,0.30378493421948877,1.0,0.6849477508001894,0.0,0.29615063425922017,0.7253157816978658,0.5023490008185894,0.8389283280301345,0.5420121196720482,0.05018596004040129,0.9652735011665213,0.8136558385693502,0.2970508724240238,0.259121159187775,0.0,0.13616537096985626,0.0,0.8274271668899065,0.0,0.0,0.7134773101120299,0.2836325170752875,0.4393795481562585,0.0
10-21 14:00:00+02:00,0.7096860074362135,0.5068104312396177,0.3994010750251372,0.0,0.0,0.0,0.22632343416035824,0.0,0.5635467478952153,0.1928488906795608,0.27194402615647906,1.0,0.6913747822442522,0.0,0.352869553263357,0.733577386761062,0.5002636225419318,0.8129152583919816,0.5482406888746789,0.01007414191816374,0.9592668132171452,0.8160660063797583,0.2947858863233287,0.27351132763943464,0.0,0.13819023148458953,0.0,0.8194311931249345,0.0,0.0,0.7189975091214218,0.30163236201471816,0.45907492321188265,0.0
10-21 15:00:00+02:00,0.7229229332708629,0.0,0.25924842139157256,0.0,0.0,0.0,0.18308624673057233,0.0,0.5989960558697559,0.14702523075409357,0.1981920039748307,1.0,0.7016055395858097,0.0,0.5087783965347121,0.7723989842983764,0.49790379718941374,0.7550420245814815,0.567531424563043,0.0,0.7921035848117982,0.8198989136618855,0.3246340844019749,0.220466661791876,0.0,0.14582814271299638,0.0,0.7356513761680434,0.0,0.0,0.7482797249209964,0.0,0.0,0.0
10-21 16:00:00+02:00,0.7287664822636816,0.0,0.0,0.0,0.0,0.0,0.035420387528868634,0.0,0.6327022074088225,0.029254248504582064,0.0,1.0,0.43583291647643563,0.13052741357820252,0.17713240740202127,0.6693050814976699,0.4214665141937371,0.6809233389948405,0.5700000000000001,0.0,0.5281742624861376,0.7368043801951113,0.3032597962113701,0.0,0.0,0.09190757928391917,0.0,0.06141923570639994,0.0,0.0,0.6710710442687915,0.0,0.0,0.0
10-21 17:00:00+02:00,0.6785706703217675,0.0,0.2429365834216087,0.0,0.0,0.7559096632255389,0.10675779990164784,0.0,0.0,0.3153214653333637,0.08495330172061821,1.0,0.6605772240802231,0.10351556625207271,1.0,0.0,0.6475084692859233,0.243038283458166,0.5480879192338307,0.0,0.9013529146640953,0.05991149640312821,0.2086917215907312,0.0,0.0,0.0,0.0,0.6397882608880217,0.12180345837769779,0.0,0.1028669859275053,0.0,0.0,0.0
10-21 18:00:00+02:00,0.0,0.0,0.3790757427816229,0.572430881504216,0.0,0.0,0.31068070513695045,0.0,0.0,0.376174534348664,0.22778321482888636,0.0,0.0,0.0,0.0,0.104780439800995,0.18584622479836121,0.0,0.12764938580845772,0.25071848375576283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-21 19:00:00+02:00,0.0,0.0,0.4358562810405092,1.0,0.0,0.0,0.38793166356329134,0.0,0.0,0.35218015092214594,0.38845580693105364,0.0,0.0,0.0,0.0,0.08901164502487562,0.2075570406015373,0.0,0.1855082100995025,0.1432229444467716,0.0,1.0,0.12953854102810436,0.0,0.0,0.0,0.18310819274881596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-21 20:00:00+02:00,0.0,0.0,0.329805487993368,1.0,0.0,0.0,0.11659755443045915,0.0,0.0,0.2711230889304552,0.46710038528643844,0.0,0.0,0.0,0.0,0.07024769701492539,0.23539490913640113,0.0,0.15976758425373133,0.0,0.0,0.6259076655097516,0.0,0.0,0.0,0.0,0.08796593228020325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-21 21:00:00+02:00,0.0,0.0,0.382365803192976,1.0,0.0,0.0,0.4296420809943409,0.0,0.0,0.08960498417744502,0.895594173693399,0.0,0.0,0.0,0.0,0.177413794478005,0.24844461568627446,0.0,0.13069736890547262,0.0,0.4268579177746397,0.0,0.03569116540810491,0.0,0.0,0.08982331610029437,0.4260286038142622,0.13024717526925128,0.0,0.0,0.10787150162080596,0.0,0.0,0.0
10-21 22:00:00+02:00,0.0,0.0,0.3430626488623169,1.0,0.0,0.0,0.2858134656724014,0.0,0.0,0.06496436892638316,0.847137287982044,0.32657995562629477,0.0,0.18613818635633853,0.0,0.10503394375621894,0.594007102585616,0.0,0.1048513206965174,0.11648566575195346,0.755209907896381,0.0,0.14715085259890914,0.0,0.0,0.5122228006767789,0.3296134739932404,0.5829793053396112,0.0,0.0,0.0,0.0,0.04000974355442801,0.0
10-21 23:00:00+02:00,0.0,0.5936049120690023,0.4251877734964764,1.0,0.0,0.0,0.23257902565697736,0.1986737215980868,0.0,0.01115768709711007,0.5509463677844662,0.3060885468177108,0.0,0.15603262511867522,0.0,0.48000678652034134,0.5931761725917813,0.0,0.08369656741293531,0.08122187902595579,1.0,0.2706505709916488,0.05615735814981537,0.0,0.0,0.42665762810611696,0.4791578935688936,0.7814970068101478,0.0,0.0,0.48765658723065497,0.0,0.02101902216947561,0.0
10-22 00:00:00+02:00,0.0,0.0,0.0,0.04096373116064096,0.0,0.0,0.0,0.0,0.0,0.0,0.650359260888224,0.14574306860432923,0.0,0.04153297887332847,0.0,0.0,0.44285463308779427,0.0,0.07048363181592039,0.0,0.774446594219026,0.19946521912291268,0.24320965884161125,0.0,0.0,0.2669559364085343,0.0,0.4915795565602627,0.0,0.0,0.07245219869936032,0.0,0.0,0.0
10-22 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6550390246332571,0.06020720895101789,0.0,0.0,0.0,0.0,0.36220968072157683,0.0,0.06296350358208955,0.0,0.5475259823681867,0.1567531940628312,0.1786955291851944,0.0,0.0,0.18980203884825236,0.0,0.11465034981394599,0.0,0.0,0.14809423339019184,0.0,0.0,0.0
10-22 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567200562374857,0.0,0.0,0.0,0.0,0.0,0.3073776273105063,0.0,0.06181264283582089,0.0,0.4571504464401016,0.2063298893470606,0.20299411242269993,0.0,0.0,0.13484341657583154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-22 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29898292346387495,0.0,0.0,0.0,0.0,0.0,0.30955674442200753,0.0,0.06492260241293532,0.0,0.4537120672510343,0.21472356760429595,0.29330400123199707,0.0,0.0,0.08048797212655939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-22 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6543525045007142,0.061170227147623275,0.0,0.0,0.0,0.0,0.3718407425353904,0.0,0.07797740447761194,0.0,0.5287911525650865,0.14384795681111026,0.5801501161305829,0.0,0.0,0.1559563273289718,0.0,0.0768942327243906,0.0,0.0,0.0,0.0,0.0,0.0
10-22 05:00:00+02:00,0.0,0.0,0.0,0.1017886661779791,0.0,0.0,0.0,0.2605081562659718,0.0,0.08602155127703462,0.5682516558377675,0.31425228272723055,0.0,0.28609128928380556,0.0,1.0,0.6215814852089394,0.0,0.12043625935323383,0.13645713757935488,0.9802962612938865,0.06655784842767623,0.44350230003108043,0.0,0.0,0.5597247026709794,0.0,0.7955051067000596,0.0,0.0,0.0,0.243335271816475,0.047507191969318054,0.0
10-22 06:00:00+02:00,0.07878371647305495,0.0,0.07009861422859565,0.5677841799873521,0.24263487815919485,0.12481831078427234,0.027998866393217803,0.4868067033874199,0.48134682237594073,0.6810381000776351,0.46892711916231683,0.5661488787713131,0.22192539702007388,0.4464927263281849,0.32353792652807734,1.0,0.5718472453241523,0.5052490877533915,0.16681331186567164,0.40523425362969695,0.86449780557742,0.08459480320364737,0.8447065483880768,0.0,0.0,0.47105729491708637,0.0,0.9295114809022229,0.4591761447156411,0.0,0.42351640811416824,0.7415509795831592,0.9223905198816662,0.0
10-22 07:00:00+02:00,0.0,0.15621762109103868,0.07894513048329403,0.6147400885490698,0.2602895938572588,0.0,0.4078020708917368,0.5190727836522311,0.48381118340987306,0.6949180317166377,0.5430225177810097,0.5696594241190783,0.0,0.4401729550005527,0.0,0.5945724227994107,0.5482074360105798,0.47121073720545065,0.19552333415422882,0.28410737876461517,0.7929833677525107,0.0,1.0,0.0,0.0,0.5048534582124615,0.2964860931346869,0.8944078815458298,0.42993380137000997,0.0,0.7491897447022666,0.8595569397730867,0.9037638219962272,0.0
10-22 08:00:00+02:00,0.09641819058768668,0.0,0.06695987746245907,0.49433236452091356,0.2548001747281984,0.0,0.41786994056230137,0.5035508239929112,0.5267360673307546,0.6953231626795788,0.5574832423228506,0.41520090495922274,0.0,0.6336972233335668,0.0,0.6473635317921512,0.6491920178644348,0.44965162244021806,0.15928687992537313,0.3933628738838636,0.7543244577848682,0.17595268844468404,1.0,0.0,0.0,0.6167247805115539,0.2777669086650514,0.8730657529958974,0.0,0.0,0.726163845160863,0.8331849585887432,0.8753846604063213,0.0
10-22 09:00:00+02:00,0.0,0.0,0.0943295152659861,0.5572453170015631,0.0,0.0,0.19278139785053958,0.0,0.0,0.11697947613216192,0.0,0.0,0.0,0.0,0.0,0.6348377548677588,0.0,0.0,0.8764592715564566,0.06164505359172781,0.0,0.8237921508436084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7088477468162878,0.0,0.0,0.0
10-22 10:00:00+02:00,0.0,0.0,0.12885695023303712,0.6014107987250973,0.0,0.0,0.0,0.0,0.0,0.019899924530450856,0.0,0.0,0.0,0.0,0.0,0.4511540712816388,0.0,0.0,0.0,0.14886998535009696,0.0,0.8240692250254124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548415181354411,0.0,0.0,0.0
10-22 11:00:00+02:00,0.0,0.0,0.12292615525954839,0.6462611824256926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49342968173971913,0.0,0.0,0.0,0.06186951695498628,0.0,0.8270305238046392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5784965350945993,0.0,0.0,0.0
10-22 12:00:00+02:00,0.672824179488066,0.3196120791446915,0.33673968085571737,0.35346559825018325,0.0,0.0,0.21333530164490808,0.0,0.47399857027295,0.2925164216838677,0.2967884905584465,1.0,0.6353730645489954,0.22749532597894614,0.2608860300565202,0.5291886165118184,0.4233066575651155,0.7529657488005945,0.5,0.18062992155632748,0.8217834753399467,0.8124037605493355,0.1627033545755735,0.0,0.0,0.0,0.34203850885856246,0.7762740713057037,0.0,0.0,0.5983145587158869,0.5415396747057869,0.9214927860484062,0.0
10-22 13:00:00+02:00,0.652311595755195,0.07150065704289474,0.2679301818675579,0.5001392731827996,0.0,0.0,0.5316260582564278,0.0,0.4703908623175532,0.2771217910234356,0.2828393123999761,1.0,0.6236152499771794,0.23458052552538547,0.29622171515041196,0.6643685490723322,0.41986849501902257,0.7289226886380633,0.5,0.13392249764646846,0.809132676434853,0.8126956782022892,1.0,0.0,0.0,0.0,0.3243318560534946,0.7641143061382861,0.0,0.0,0.6230559292688219,0.6338699736355743,0.9330177280031444,0.0
10-22 14:00:00+02:00,0.6871973953715709,0.3795352955855175,0.21913671554969946,0.35982738745173465,0.0,0.0,0.4477218464735458,0.0,0.4858548775629059,0.27579073255908737,0.11522637591129026,1.0,0.6588368445259176,0.17916733176303948,0.5730760189973658,0.6440179977590565,0.4170598551858354,0.7083094944392953,0.5102306426596313,0.2160912574170111,0.7650051360532382,0.8320899166625344,0.9151746844247859,0.0,0.0,0.0,0.36487167642985296,0.7391553197714945,0.0,0.0,0.5980814413627733,0.6137337180500321,0.927685300399242,0.0
10-22 15:00:00+02:00,0.7201335035383483,0.0,0.23179733658807938,0.28198511153659767,0.0,0.5686957330058329,0.35551788917133814,0.0007636809829167063,0.517840085674177,0.2429563399119807,0.17486731284525464,1.0,0.6929778525106394,0.0939250547208994,0.7702921847374942,0.6404543490889466,0.41851259992683637,0.6576921594808287,0.5737098921684376,0.20667779153875035,0.7239402374143666,0.8345153812864405,0.7213126621732673,0.0,0.0,0.21899872262972914,0.40649755999360515,0.7053966896453097,0.03824606035510136,0.0,0.5999349307756002,0.569758208243497,0.9150764903690636,0.0
10-22 16:00:00+02:00,0.0,0.0,0.28216754328698596,0.3186976571674583,0.0,0.0,0.07828957809020011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42379090585308743,0.11697681154132439,1.0,0.41429089568262023,0.25892930829910893,0.5393710550803165,0.0,0.0,0.0,0.14475095374278726,0.4611767161846449,0.5307542138774808,0.0,0.0,0.06539146162046904,0.0,0.2898656335549408,0.0
10-22 17:00:00+02:00,0.0,0.0,0.33561494926062746,0.7745791519803132,0.0,0.0,0.09738283499170501,0.0,0.0,0.2121350708509753,0.0,0.3261506032413805,0.0,0.0,0.0,0.297313340653123,0.0,0.0,0.466340218243781,0.0,0.16015826987130977,0.7258683993392987,0.0,0.0,0.0,0.0,0.38593880419893367,0.0,0.0,0.0,0.32384808772399876,0.0,0.2944014214349629,0.0
10-22 18:00:00+02:00,0.0,0.5048763796461857,0.4161498126068345,1.0,0.0,0.0,0.009326047539173167,0.0,0.0,0.1843862628878011,0.8751393367427145,0.0,0.0,0.0,0.0,0.19089472303352395,0.3218717326453409,0.0,0.131169246221393,0.0,0.5315613876048626,0.21911065403070312,0.0,0.0,0.0,0.0,0.3650226494832012,0.2406376494122354,0.0,0.0,0.22125221825048316,0.0,0.0,0.0
10-22 19:00:00+02:00,0.0,0.5729383229348768,0.48292150733410144,1.0,0.0,0.0,0.18685390269732205,0.0,0.0,0.244678439788948,0.8452115184790185,0.04520753845003628,0.0,0.0,0.0,0.2695319402986731,0.3818114666477637,0.0,0.19105166912935323,0.0,0.8002454639897589,0.0,0.0,0.0,0.0,0.5875660594617542,0.299400074493136,0.7290259493517164,0.0,0.0,0.2791983494670929,0.0,0.0,0.0
10-22 20:00:00+02:00,0.0,0.6534588162705468,0.5452448330194649,1.0,0.0,0.0,0.47420820507308364,0.3628125200798248,0.3272340637440071,0.35032313817981564,0.6328625234973739,0.38946864753493476,0.0,0.07891895170359678,0.0,0.0,0.5783063645599941,0.4485742135567555,0.16501234659203978,0.0,0.9046947380455864,0.022087024995542527,0.0,0.0,0.0,0.6533918732882533,0.24735006114691127,0.8416047894185977,0.0,0.0,0.03642567925373135,0.2088982195961809,0.0,0.0
10-22 21:00:00+02:00,0.237931158016708,0.0,0.3998668802111194,0.54255692456168,0.16594222907473108,0.15796304096458247,0.0,0.49295794930117987,0.5647681035632697,0.6163334517216277,0.4281871851855442,0.6156492657320247,0.35458892970432654,0.46419733794181517,0.32032865530091215,0.029725830348258698,0.6065041634807964,0.5858810901952283,0.133824898880597,0.43576182770384103,0.9989869293128475,0.11720756601347576,0.8312912831506777,0.0,0.0,0.5355197376432921,0.0,0.9826594446365688,0.47554567675638326,0.0,0.0,0.5153573768091136,0.7265729660365771,0.0
10-22 22:00:00+02:00,0.25501503618043775,0.0,0.08686144916461117,0.5169142901388031,0.0,0.2336983697980631,0.0,0.3838863992749269,0.5805724515759181,0.5997415352107065,0.5463631785805461,0.668800143711034,0.38454530616381755,0.5580810981979121,0.0,0.0,0.7129577204197656,0.5973289746756749,0.10789099868159203,0.2575966356048826,0.9758985153428955,0.06756661541044971,0.44681506189706066,0.0,0.0,0.5649300834386768,0.0,0.9643019091496218,0.5072726865177465,0.0,0.07403217773987206,0.46229591423984434,0.6764556777968393,0.0
10-22 23:00:00+02:00,0.0,0.0,0.0,0.300076716474611,0.0,0.0,0.0,0.17846325895214493,0.0,0.1610978868225647,0.5525547384792715,0.3601365504230354,0.0,0.2144376923103683,0.0,0.0,0.6457714314561052,0.0,0.0847156502238806,0.058232954283047304,1.0,0.2978746625608091,0.16613119035364765,0.0,0.0,0.5433598864673501,0.0,0.8314770733852993,0.0,0.0,0.07285868869936032,0.0,0.0,0.0
10-23 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6456776593873508,0.1640914535840897,0.0,0.05563664951657955,0.0,0.05109870365191255,0.46008924709301563,0.0,0.07284684970149254,0.0,0.8411594589860776,0.2100201199971561,0.0,0.0,0.0,0.2873785277487303,0.0,0.5874379351755279,0.0,0.0,0.030888106891111215,0.0,0.0,0.0
10-23 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6559067544324855,0.12647406359373395,0.0,0.02559997156392697,0.0,0.15026137151437252,0.4255710458822911,0.0,0.06645122661691542,0.0,0.6980053349556734,0.16021612431033558,0.0,0.0,0.0,0.2372729408386468,0.0,0.38103320108686833,0.0,0.0,0.01963611230537791,0.0,0.0,0.0
10-23 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6629493714746068,0.10358878476354157,0.0,0.016831550701556796,0.0,0.0,0.40898099426017603,0.0,0.06320948910447761,0.0,0.5735930911752989,0.10828026644439186,0.0,0.0,0.0,0.19837239883197408,0.0,0.19068212069117216,0.0,0.0,0.0,0.0,0.0,0.0
10-23 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6618114859666726,0.10978100309596489,0.0,0.027840513163659632,0.0,0.0,0.4183208262010278,0.0,0.0670749755721393,0.0,0.5832999684710696,0.09936936084510054,0.0,0.0,0.0,0.1965092929663765,0.0,0.25285996227316426,0.0,0.0,0.0,0.0,0.0,0.0
10-23 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055646580771767026,0.0,0.10343256108786393,0.6258642762960175,0.14503739364021523,0.0,0.06011563984073443,0.0,0.0,0.45478783735985223,0.0,0.08058660783582088,0.0,0.6670351310286994,0.11810233944460645,0.22586713288350638,0.0,0.0,0.22307913436498655,0.0,0.5995051093944027,0.0,0.0,0.0,0.0,0.08052213582884948,0.0
10-23 05:00:00+02:00,0.02789482078528766,0.0,0.19043189725745788,0.5499589883578587,0.0,0.0,0.319905684173652,0.3173177265370959,0.4141822089450598,0.5387505446727224,0.5563563705338008,0.599130370540819,0.0,0.5766603282214255,0.0,1.0,0.6397942512847423,0.4476004748724937,0.12313331467661691,0.18058411180644496,0.8263746382090824,0.0,0.0296084351791829,0.0,0.0,0.5223148175891992,0.0,0.8609027583403979,0.0,0.0,0.0,0.7555494604609592,0.91057766917919,0.0
10-23 06:00:00+02:00,0.0,0.5966355051520119,0.5201444934450234,1.0,0.0,0.0,0.1882735755075233,0.0,0.0,0.4107649915667451,0.8490668568754113,0.0,0.0,0.0,0.0,0.18357010845823893,0.2942544998214809,0.0,0.1707578651243781,0.0,0.2680406055519714,0.0,0.0,0.0,0.0,0.2725919200946736,0.02631962309408798,0.4664337041964804,0.0,0.0,0.08340226311255418,0.0,0.3920139462789784,0.0
10-23 07:00:00+02:00,0.0,0.5660490044290671,0.49472780420994394,0.9669333982005235,0.0,0.0,0.08419391535552269,0.0,0.0,0.4068856546241246,0.8767357982513715,0.0,0.0,0.0,0.0,0.032090679086676184,0.41034823121729236,0.0,0.1976405665174129,0.0,0.24046381275287723,0.0,0.0,0.0,0.0,0.14525340868097245,0.0,0.47116641032806356,0.0,0.0,0.1612048471367935,0.0,0.07244749259231789,0.0
10-23 08:00:00+02:00,0.0,0.5698215418442186,0.4978456037652495,0.9306604918651755,0.0,0.0,0.10337479340264549,0.14566217454809308,0.0,0.3233807681183707,0.781478882185791,0.0,0.0,0.0,0.0,0.0,0.10260316817431367,0.0,0.13205399760945277,0.0,0.19595813321442415,0.0,0.12117943720965293,0.0,0.0,0.0,0.0,0.34845758074313554,0.0,0.0,0.1859499036247335,0.0,0.0,0.0
