,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_118_N_121_cac1,,,,,,,,,
6885,-2.59428E-05,-0.000119302,3.96E-05,-3.15E-05,-0.000158936,0.000885297,0.000336882,0.000988297,,,,,,,,,
6886,-4.56E-05,-0.000100322,8.96E-05,-2.99E-05,-0.000193186,0.000924848,0.000385861,0.001008853,,,,,,,,,
6887,5.88E-05,1.8625E-07,9.55E-05,7.76E-06,-0.000147831,0.001010798,0.000464916,0.000988714,,,,,,,,,
6888,7.53E-05,1.45845E-05,1.20E-04,6.08E-05,-0.00015438,0.000904422,0.00046346,0.000819676,,,,,,,,,
6889,3.61E-06,-6.16499E-05,-6.31E-06,4.28E-05,-0.000166185,0.000767388,0.000331465,0.00066733,,,,,,,,,
6890,-2.66E-06,-6.79232E-05,-3.79E-05,3.41E-05,-0.000165295,0.000731565,0.000289369,0.000637379,,,,,,,,,
6891,2.33E-05,-2.22847E-05,4.67E-05,5.08E-05,-0.000192598,0.000811893,0.000380747,0.000764169,,,,,,,,,
6892,-6.39E-05,-9.86118E-05,2.89717E-05,-9.48E-06,-0.000217989,0.00085558,0.000333041,0.001079034,,,,,,,,,
6893,-1.10E-04,-0.000184231,8.93395E-05,-1.55E-05,-0.00015156,0.00078496,0.000299197,0.001030833,,,,,,,,,
6894,-1.33E-04,-0.000234454,5.8825E-06,-8.02E-05,-9.38E-05,0.000917118,0.000314556,0.00109109,,,,,,,,,
6895,-8.12E-05,-0.000191062,-2.086E-06,-7.24E-05,-8.59E-05,0.000879832,0.000352238,0.00119216,,,,,,,,,
6896,-4.73E-05,-0.000125088,8.121E-06,-6.77E-05,-0.000140336,0.000866823,0.000309229,0.001050297,,,,,,,,,
6897,-3.68E-05,-1.17E-04,1.64E-05,-1.89E-05,-0.000118159,0.000939493,0.00036943,0.000690159,,,,,,,,,
6898,-8.98E-05,-2.23E-04,-1.64E-04,-9.82E-05,-1.38E-04,0.000851505,0.000309769,0.00046029,,,,,,,,,
6899,-1.50E-04,-2.65E-04,-2.12E-04,-1.13E-04,-1.40E-04,0.000683118,0.000221331,0.000286687,,,,,,,,,
6900,-7.80E-05,-1.85E-04,-1.39E-04,-1.21E-05,-5.75E-05,0.000683874,0.000242356,0.000280607,,,,,,,,,
6901,-1.51E-04,-2.63E-04,-2.42E-04,-1.03E-04,-1.62E-04,0.000715103,0.000190549,0.000385102,,,,,,,,,
6902,-4.52E-05,-1.27E-04,-5.51E-05,-7.59E-05,-8.13829E-05,0.000937551,0.000379361,0.000600531,,,,,,,,,
6903,-7.54E-05,-1.50E-04,-6.35E-05,-4.67E-05,-9.50E-05,0.000927799,0.000352253,0.000632908,,,,,,,,,
6904,-8.69E-05,-2.08E-04,-9.64E-05,-1.37E-04,-6.1762E-05,0.001088388,0.000391495,0.000678897,,,,,,,,,
6905,-6.22E-05,-0.000240382,-9.26E-05,-1.10E-04,-4.038E-06,0.001305108,0.000489291,0.000902765,,,,,,,,,
6906,-1.01E-04,-0.000288189,-1.25E-04,-1.85E-04,4.88E-05,0.00152655,0.000568737,0.001193855,,,,,,,,,
6907,-9.86E-05,-0.00021733,-3.59E-05,-1.09E-04,-5.86E-05,0.001055755,0.000352379,0.001031153,,,,,,,,,
6908,-1.09E-04,-0.0002333,0.000108458,-8.34E-05,-1.39E-04,0.000968747,0.000267736,0.000959255,,,,,,,,,
6909,-2.78E-05,-0.000131458,7.49975E-05,8.75E-06,-0.000163865,0.000895779,0.000314607,0.000983365,,,,,,,,,
6910,-2.82E-05,-0.000102807,0.000074312,2.23E-05,-0.000190899,0.000935424,0.000363316,0.000999943,,,,,,,,,
6911,-4.29E-05,-7.34E-05,9.11E-05,4.57E-06,-0.000214152,0.00092632,0.000354234,0.000831321,,,,,,,,,
6912,-6.50E-05,-1.09E-04,-1.52E-05,2.13E-05,-0.000198282,0.000813391,0.000277717,0.00060799,,,,,,,,,
6913,-7.68E-05,-1.20E-04,-4.03E-05,2.29E-05,-2.23E-04,0.000702962,0.000217233,0.000587627,,,,,,,,,
6914,-8.71E-05,-1.28E-04,-3.87E-05,1.95E-05,-2.29E-04,0.000705663,0.000216965,0.000588737,,,,,,,,,
6915,-7.41E-05,-0.000114683,-1.69985E-05,4.37E-06,-0.000203729,0.000792444,0.000266336,0.00060248,,,,,,,,,
6916,-5.32E-05,-7.44985E-05,7.58613E-05,1.39E-05,-0.000206616,0.000897433,0.000352747,0.001001812,,,,,,,,,
6917,-8.93E-05,-0.000170879,7.9207E-05,-4.54E-05,-0.000137701,0.000805918,0.000287384,0.000995253,,,,,,,,,
6918,-1.19E-04,-0.000224375,2.63525E-05,-1.17E-04,-9.08E-05,0.000989947,0.000323661,0.000977799,,,,,,,,,
6919,-8.65E-05,-0.000196297,-1.1124E-05,-1.52E-04,-7.94E-05,0.001013693,0.000348445,0.001019836,,,,,,,,,
6920,-8.73E-05,-0.000174623,1.69E-05,-8.49E-05,-1.10E-04,0.000950307,0.000344839,0.001004663,,,,,,,,,
6921,-1.04E-04,-1.76E-04,-6.71E-05,-7.78E-05,-0.000143889,0.000965398,0.000329554,0.000690285,,,,,,,,,
6922,-7.68E-05,-1.60E-04,-6.98E-05,-4.04E-05,-7.30978E-05,0.000947025,0.000345275,0.000649031,,,,,,,,,
6923,-7.24E-05,-1.62E-04,-4.48E-05,-2.77E-05,-2.74441E-05,0.001001857,0.000418428,0.000649259,,,,,,,,,
6924,-1.17E-04,-2.07E-04,-1.00E-04,-4.24E-05,-7.23674E-05,0.00094993,0.000391551,0.000538316,,,,,,,,,
6925,-7.14E-05,-1.58E-04,-6.01E-05,-4.45E-05,-3.66605E-05,0.000995394,0.000431646,0.000583004,,,,,,,,,
6926,-9.14E-05,-1.70E-04,-7.07E-05,-2.25E-05,-7.309E-05,0.000932429,0.000357435,0.000617285,,,,,,,,,
6927,-1.15E-04,-0.000190534,-8.65E-05,-3.46E-05,-9.47E-05,0.000975683,0.000363872,0.000677224,,,,,,,,,
6928,-1.25E-04,-2.33E-04,-8.22E-05,-1.04E-04,-2.88555E-05,0.00109153,0.000394104,0.000722167,,,,,,,,,
6929,-9.10E-05,-0.000265963,-1.18E-04,-8.35E-05,4.6235E-06,0.001342345,0.000480053,0.000962205,,,,,,,,,
6930,-1.40E-04,-0.00033661,-1.58E-04,-1.58E-04,0.00004936,0.001502137,0.000571303,0.001181241,,,,,,,,,
6931,-1.12E-04,-0.000258796,-5.26E-05,-8.37E-05,-3.25E-05,0.001058981,0.000373736,0.001023509,,,,,,,,,
6932,-1.60E-04,-0.000278801,7.5158E-05,-1.31E-04,-1.36E-04,0.000935268,0.000261344,0.000944104,,,,,,,,,
6933,-4.21E-05,-0.000132512,0.000126578,1.72E-05,-0.000151183,0.000867762,0.000299685,0.000981916,,,,,,,,,
6934,-5.72E-06,-0.000100911,7.25985E-05,4.47E-05,-0.000161618,0.000930768,0.000372566,0.001016956,,,,,,,,,
6935,-7.38E-05,-1.14E-04,7.63647E-05,3.09E-05,-0.000239059,0.000909269,0.000351488,0.000879608,,,,,,,,,
6936,-4.73E-05,-6.40E-05,7.11E-05,1.22E-05,-0.000222493,0.000861697,0.000340365,0.000705045,,,,,,,,,
6937,-7.36E-05,-1.29E-04,-3.02E-05,5.03E-06,-2.07E-04,0.000748485,0.000222583,0.00055226,,,,,,,,,
6938,-7.40E-05,-1.30E-04,-2.89E-05,7.63E-06,-2.05E-04,0.000748962,0.000225097,0.000553731,,,,,,,,,
6939,-7.09E-05,-1.03E-04,3.31E-05,-7.93E-07,-0.000206847,0.000827663,0.000317767,0.000684157,,,,,,,,,
6940,-9.46E-06,-7.6905E-05,8.50037E-05,4.24E-05,-0.00014817,0.000905805,0.000372827,0.001034714,,,,,,,,,
6941,-1.34E-04,-0.000222273,0.000107263,-8.57E-05,-0.000156247,0.000787023,0.000237756,0.000981089,,,,,,,,,
6942,-1.36E-04,-0.000241354,1.97E-05,-1.44E-04,-9.04E-05,0.000951234,0.000310693,0.000991453,,,,,,,,,
6943,-8.32E-05,-0.00019304,-4.2822E-05,-1.53E-04,-7.94E-05,0.000920632,0.000339777,0.001098644,,,,,,,,,
6944,-5.18E-05,-0.000134066,-3.26E-05,-2.68E-05,-0.000132182,0.00083461,0.000282675,0.00111372,,,,,,,,,
6945,7.98E-06,-7.41E-05,3.79E-05,2.21E-05,-0.000137363,0.000865512,0.000349973,0.001069278,,,,,,,,,
6946,-2.52E-05,-8.52E-05,4.41E-05,9.43E-06,-0.000192747,0.000881374,0.00035765,0.001056399,,,,,,,,,
6947,-1.09E-04,-1.69E-04,-2.98E-05,1.31E-06,-0.000241209,0.000862155,0.000333298,0.000973601,,,,,,,,,
6948,-1.54E-04,-2.21E-04,-7.72E-05,5.59E-07,-0.000235986,0.000861201,0.000319786,0.000925071,,,,,,,,,
6949,-9.05E-05,-1.52E-04,-4.74E-06,-3.26E-06,-1.83E-04,0.000927441,0.000382964,0.000918012,,,,,,,,,
6950,-4.11E-05,-1.21E-04,3.99E-06,4.02E-05,-0.000149142,0.000916344,0.000355687,0.000989393,,,,,,,,,
6951,-6.03E-05,-1.41E-04,-5.36625E-05,-3.29E-05,-0.000129663,0.000884701,0.000320863,0.000987567,,,,,,,,,
6952,-1.00E-04,-0.000201397,-6.11E-05,-1.03E-04,-8.46E-05,0.001000643,0.000313915,0.001007568,,,,,,,,,
6953,-0.000115551,-0.000273805,-1.17E-04,-1.29E-04,-4.84E-06,0.001415331,0.000495348,0.001125585,,,,,,,,,
6954,-1.37E-04,-0.000334617,-1.58E-04,-1.55E-04,6.2328E-05,0.001480319,0.000576512,0.001244944,,,,,,,,,
6955,-1.09E-04,-0.00025599,-5.74E-05,-6.37E-05,3.67E-06,0.001107793,0.000418127,0.001119674,,,,,,,,,
6956,-1.40E-04,-0.000272393,7.43565E-05,-1.04E-04,-1.05E-04,0.000969574,0.000295456,0.000988908,,,,,,,,,
6957,-2.31E-05,-0.00013616,0.000111375,2.63E-05,-0.000134841,0.000885613,0.000316002,0.000987835,,,,,,,,,
6958,-4.08E-06,-9.03793E-05,7.27992E-05,2.78E-05,-0.000156366,0.000932689,0.000379413,0.001015674,,,,,,,,,
6959,-4.26E-05,-7.77803E-05,0.00010654,5.48E-05,-0.000208747,0.000950143,0.000397444,0.000982315,,,,,,,,,
6960,3.57E-05,5.28E-06,1.73E-04,-2.35E-06,-0.000192955,0.000967328,0.000432473,0.000785127,,,,,,,,,
6961,-2.68E-05,-7.30567E-05,1.04E-05,6.45743E-05,-0.00017349,0.000786901,0.000324044,0.000705056,,,,,,,,,
6962,-2.93E-05,-8.1282E-05,-1.25E-05,7.72E-05,-0.00016832,0.000762235,0.000297781,0.00068342,,,,,,,,,
6963,1.64E-05,-2.63267E-05,8.94E-05,3.47E-05,-0.000182443,0.000863932,0.00040571,0.000810418,,,,,,,,,
6964,-6.83E-05,-0.000101879,4.3381E-05,-1.06E-05,-0.00020891,0.000835162,0.000323318,0.001083986,,,,,,,,,
6965,-1.09E-04,-0.000193544,0.000112016,-1.41E-05,-0.000133261,0.000800249,0.00030673,0.001065508,,,,,,,,,
6966,-1.34E-04,-0.000237983,1.02855E-05,-7.47E-05,-8.63E-05,0.000931703,0.000322237,0.001085204,,,,,,,,,
6967,-8.35E-05,-0.000193369,-1.31655E-05,-1.20E-04,-8.42E-05,0.000913348,0.000357255,0.001169574,,,,,,,,,
6968,-6.49E-05,-0.000143736,-4.67875E-06,-3.48E-05,-0.000154361,0.000833195,0.000282377,0.001123738,,,,,,,,,
6969,-2.56E-05,-0.000106693,1.97E-05,-2.38E-06,-0.000121922,0.00088682,0.000355698,0.001015898,,,,,,,,,
6970,-6.59E-05,-1.37E-04,2.38E-05,-1.55E-05,-0.000155732,0.000946611,0.000386506,0.000653088,,,,,,,,,
6971,-1.78E-04,-2.63E-04,-1.06E-04,-4.28E-05,-2.55E-04,0.000823244,0.000277337,0.000520132,,,,,,,,,
6972,-1.85E-04,-2.67E-04,-1.38E-04,-1.79E-05,-2.73E-04,0.000752278,0.000217397,0.000571217,,,,,,,,,
6973,-1.26E-04,-1.92E-04,-1.03E-04,-8.67E-05,-2.24E-04,0.00090342,0.000342809,0.000620116,,,,,,,,,
6974,-3.51E-05,-1.13E-04,-4.82E-05,-3.07E-05,-8.55363E-05,0.000972219,0.000430096,0.000654251,,,,,,,,,
6975,-6.30E-05,-0.000137199,-1.15E-04,-1.38E-04,-8.23E-05,0.000967815,0.000384058,0.000528302,,,,,,,,,
6976,-1.28E-04,-2.51E-04,-1.37E-04,-1.27E-04,-9.6284E-05,0.001076717,0.00038943,0.00063077,,,,,,,,,
6977,-8.25E-05,-0.000257112,-6.30E-05,-3.87E-05,-5.26E-06,0.001199309,0.000487607,0.000911929,,,,,,,,,
6978,-9.00E-05,-0.000248887,-6.57E-05,-9.50E-05,-1.01815E-05,0.00120971,0.000456296,0.001203586,,,,,,,,,
6979,-1.02E-04,-0.000236313,1.00E-05,-8.91E-05,-4.43E-05,0.001006168,0.000383932,0.001149785,,,,,,,,,
6980,-0.000101812,-0.000218931,8.9016E-05,-3.54E-05,-0.000117398,0.000904564,0.000287075,0.001038656,,,,,,,,,
6981,-2.08E-05,-0.000123478,3.1922E-05,-8.67E-06,-0.000123516,0.000881344,0.00033854,0.001016394,,,,,,,,,
6982,-1.55E-05,-8.84385E-05,8.27E-05,-2.02E-05,-0.000186213,0.00092582,0.000383746,0.001017403,,,,,,,,,
6983,6.58E-05,2.44602E-05,0.000153661,4.16E-05,-0.000129517,0.001008876,0.000468548,0.000976335,,,,,,,,,
6984,5.04E-06,-2.06902E-05,6.54E-05,8.06376E-05,-0.000163261,0.000850093,0.000381935,0.000779342,,,,,,,,,
6985,-2.70E-05,-8.73E-05,-2.71E-05,8.43E-05,-1.81E-04,0.000706665,0.000235088,0.000676263,,,,,,,,,
6986,-4.28E-05,-9.6839E-05,-3.30E-05,6.21E-05,-1.89E-04,0.000637155,0.000223,0.000585485,,,,,,,,,
6987,-5.49E-05,-0.0001017,-4.93E-05,7.12E-05,-2.05E-04,0.000626661,0.000210937,0.000588793,,,,,,,,,
6988,-5.68E-05,-7.25761E-05,7.84E-06,6.53826E-05,-0.000192191,0.000765629,0.000312436,0.000739638,,,,,,,,,
6989,-5.17E-05,-0.000115484,9.42E-05,7.46884E-05,-0.000218045,0.000854667,0.00034878,0.001011625,,,,,,,,,
6990,-1.34E-05,-7.78437E-05,8.87217E-05,5.72E-05,-0.000153363,0.000852592,0.000360638,0.001162428,,,,,,,,,
6991,-1.57E-05,-0.000074897,7.27514E-05,4.09E-05,-0.000168264,0.000795268,0.000346944,0.001138829,,,,,,,,,
6992,-5.52E-05,-0.000115007,8.81E-05,4.81E-05,-0.000231099,0.000752762,0.00033867,0.001097251,,,,,,,,,
6993,-1.71E-04,-2.31E-04,-3.89E-05,1.26E-05,-0.000347335,0.000670597,0.00021115,0.000859741,,,,,,,,,
6994,-4.08E-05,-1.23E-04,1.14E-05,1.48E-04,-1.39E-04,0.000527274,0.00016436,0.000571433,,,,,,,,,
6995,7.24E-05,-3.41237E-05,6.32778E-05,0.000229336,3.43919E-05,0.000534441,0.000203434,0.000488255,,,,,,,,,
6996,0.000126746,8.12E-05,0.000165649,3.17E-04,0.000135329,0.000507426,1.72E-04,0.00038727,,,,,,,,,
6997,2.47658E-05,-6.0413E-05,3.6601E-05,0.000147775,-7.58097E-05,0.000650223,0.000243608,0.00049983,,,,,,,,,
6998,-9.39E-05,-1.51E-04,-7.37E-05,3.79E-05,-2.94E-04,0.00056909,0.000188548,0.000580639,,,,,,,,,
6999,-5.59E-05,-1.02E-04,4.83E-05,3.56E-05,-0.000252251,0.000844333,0.000310205,0.000920352,,,,,,,,,
7000,-3.66E-05,-1.08E-04,-1.70E-05,-3.63E-05,-0.000195425,0.000829589,0.00027496,0.000953022,,,,,,,,,
7001,2.47E-06,-0.00011585,1.10E-04,-6.71E-05,-8.45E-05,0.000911433,0.000343885,0.001119349,,,,,,,,,
7002,-1.30E-06,-0.000138085,1.45E-04,-8.19E-05,-5.93E-05,0.000893444,0.000335802,0.001136996,,,,,,,,,
7003,-1.88E-05,-0.000133718,1.14E-04,1.33E-06,-7.17785E-05,0.00088406,0.000314113,0.001071875,,,,,,,,,
7004,2.57E-06,-0.00010958,2.3987E-05,-8.61E-06,-0.000127878,0.000890773,0.000350543,0.001033366,,,,,,,,,
7005,3.07E-05,-4.34707E-05,0.000118386,1.11E-05,-0.000146874,0.000928607,0.00040029,0.001055199,,,,,,,,,
7006,2.45E-05,-4.40E-05,0.000117131,-3.39E-05,-0.000216726,0.000928301,0.000375953,0.000897512,,,,,,,,,
7007,4.78E-06,-7.96E-05,-2.56E-05,-1.33E-05,-1.52E-04,0.000784047,0.000259582,0.000608955,,,,,,,,,
7008,-2.70E-05,-1.11E-04,-1.65E-05,-6.4187E-06,-1.69E-04,0.000625312,0.000213377,0.0004557,,,,,,,,,
7009,3.62582E-05,-8.36514E-05,2.63378E-05,0.000128396,2.41E-06,0.000608925,0.000208613,0.000436708,,,,,,,,,
7010,2.15694E-05,-6.26E-05,4.81717E-05,0.000125021,1.41E-05,0.000577442,0.000178348,0.000413194,,,,,,,,,
7011,1.32807E-05,-7.2863E-05,4.40888E-05,0.000122469,8.52E-06,0.000581473,0.000180021,0.0004244,,,,,,,,,
7012,2.39946E-05,-9.16272E-05,-5.28244E-06,7.61859E-05,-4.32059E-05,0.000592358,0.000187617,0.000451829,,,,,,,,,
7013,-6.52596E-05,-1.42E-04,-7.12E-05,-3.90E-05,-2.03E-04,0.000584912,0.000176426,0.000480749,,,,,,,,,
7014,4.14E-05,-1.57E-05,8.88E-05,-5.07E-05,-0.000184786,0.000838559,0.000358749,0.000801008,,,,,,,,,
7015,-3.95E-05,-8.92E-05,9.26E-05,3.32E-05,-0.000283711,0.000726014,0.000283062,0.000962976,,,,,,,,,
7016,-1.25E-04,-2.03E-04,-6.09E-05,1.58E-05,-3.24E-04,0.000630926,0.000176493,0.000668753,,,,,,,,,
7017,-3.35E-05,-0.00013398,-4.69E-05,8.32E-05,-5.11E-05,0.000558302,0.000172362,0.000431273,,,,,,,,,
7018,-2.84E-06,-1.69E-04,-0.000111815,0.000226226,1.74E-04,0.000406459,1.02893E-05,0.00014241,,,,,,,,,
7019,8.79E-07,-7.64E-05,-1.17E-04,-7.04E-05,-8.98E-05,2.27E-05,1.42E-05,-2.26E-05,,,,,,,,,
7020,-9.75E-06,6.85E-07,9.94E-06,-4.66E-05,-9.70E-05,2.37E-05,1.45E-05,-7.03E-06,,,,,,,,,
7021,-3.47E-05,-1.78E-05,5.50E-05,-8.84E-05,-1.54E-04,1.36E-05,2.37E-06,-2.43E-05,,,,,,,,,
7022,3.16E-06,-4.17E-06,3.60683E-05,8.04625E-05,1.17E-04,0.000596959,0.00019211,0.000210211,,,,,,,,,
7023,-7.75E-06,-3.46E-05,9.85E-06,-3.91E-05,-1.86E-04,0.000859272,0.000336073,0.000683725,,,,,,,,,
7024,1.68E-05,-4.78E-05,-1.42E-05,-9.99E-05,-0.000114478,0.000979587,0.000410661,0.000686475,,,,,,,,,
7025,1.02E-06,-1.04E-04,2.19675E-05,-3.59E-05,-9.79E-05,0.000906679,0.000317722,0.000830024,,,,,,,,,
7026,3.58E-05,-9.9853E-05,1.68E-04,-3.73E-05,-6.60E-05,0.000841804,0.000331696,0.001115013,,,,,,,,,
7027,7.24E-06,-0.000107628,1.21E-04,-2.63E-05,-7.61785E-05,0.000858154,0.000346038,0.001037885,,,,,,,,,
7028,-2.36E-06,-9.44733E-05,4.19E-05,-5.45E-05,-0.000150782,0.00089119,0.000361238,0.001006331,,,,,,,,,
7029,-1.26E-05,-6.61573E-05,1.14E-04,-5.43E-05,-0.000198599,0.00093497,0.000407562,0.001017701,,,,,,,,,
7030,7.51E-05,1.74E-05,1.76E-04,2.91E-05,-0.000163965,0.001018696,0.00046562,0.000935752,,,,,,,,,
7031,-1.19E-05,-7.65E-05,-1.47E-05,1.48E-05,-1.65E-04,0.000750769,0.000286609,0.000617389,,,,,,,,,
7032,-4.31E-05,-9.84E-05,-2.26E-05,-7.29E-06,-1.80E-04,0.000612218,0.000241458,0.0005063,,,,,,,,,
7033,1.37E-05,-5.46E-05,6.48275E-05,1.78478E-05,-6.68E-05,0.000585563,0.000231139,0.000482377,,,,,,,,,
7034,1.87E-05,-2.11E-05,9.78E-05,3.8512E-05,-4.14E-05,0.00058002,0.000231672,0.000487421,,,,,,,,,
7035,-2.64E-05,-8.16025E-05,-1.28E-05,1.65E-06,-0.000181109,0.000584986,0.000248522,0.000550214,,,,,,,,,
7036,7.57E-06,-3.89E-05,1.19E-04,8.14E-05,-0.000189696,0.00086144,0.000370905,0.001079466,,,,,,,,,
7037,-1.09E-04,-0.0001821,5.67515E-05,-2.52E-05,-0.00019427,0.000726741,0.000250414,0.001007483,,,,,,,,,
7038,-1.28E-04,-2.20E-04,4.97135E-05,-6.97E-05,-1.52E-04,0.000877406,0.000308975,0.001117382,,,,,,,,,
7039,-1.22E-04,-2.24E-04,-7.86E-07,-8.55E-05,-1.57E-04,0.000839979,0.000326358,0.001194343,,,,,,,,,
7040,-8.95E-05,-0.000161898,9.08E-06,-4.94E-05,-0.000188183,0.000791471,0.000267234,0.001065538,,,,,,,,,
7041,-7.75E-05,-1.44E-04,-4.36E-05,-4.97E-05,-0.000149992,0.000938364,0.000326913,0.000649389,,,,,,,,,
7042,-5.48E-05,-1.34E-04,-8.63E-05,-9.13E-05,-7.96877E-05,0.000933301,0.000343297,0.000557996,,,,,,,,,
7043,-7.27E-05,-1.60E-04,-8.10E-05,-6.80E-05,-5.88E-05,0.000986669,0.000379913,0.000552487,,,,,,,,,
7044,-8.63E-05,-1.73E-04,-1.01E-04,-6.54E-05,-6.19E-05,0.00098595,0.000374149,0.000541251,,,,,,,,,
7045,-9.38E-05,-1.81E-04,-1.03E-04,-3.69E-05,-6.77E-05,0.000970364,0.000364002,0.000578098,,,,,,,,,
7046,-1.03E-04,-1.82E-04,-1.09E-04,-1.89E-05,-8.45975E-05,0.000927199,0.000326578,0.000662487,,,,,,,,,
7047,-1.10E-04,-1.86E-04,-1.06E-04,-8.98E-05,-8.95E-05,0.000899338,0.000308335,0.000663896,,,,,,,,,
7048,-1.12E-04,-0.000233341,-1.02E-04,-1.01E-04,-5.6788E-05,0.001062904,0.000372759,0.000703331,,,,,,,,,
7049,-9.03E-05,-0.000271618,-1.20E-04,-1.06E-04,-4.1795E-06,0.001475931,0.000517324,0.00106008,,,,,,,,,
7050,-1.34E-04,-0.000322994,-1.52E-04,-1.52E-04,7.26245E-05,0.001447361,0.000579153,0.001297847,,,,,,,,,
7051,-9.18E-05,-0.000250552,-5.20E-05,-8.22E-05,-1.38E-05,0.001037043,0.000379853,0.001107671,,,,,,,,,
7052,-1.33E-04,-0.000272616,7.71025E-05,-1.06E-04,-1.18E-04,0.000937674,0.000265584,0.000967782,,,,,,,,,
7053,1.14E-05,-9.99715E-05,0.000139833,3.54E-05,-0.000108607,0.000904661,0.000346426,0.001014274,,,,,,,,,
7054,1.23E-05,-7.04195E-05,8.89523E-05,3.90E-05,-0.00015479,0.000950008,0.000392627,0.001022842,,,,,,,,,
7055,-5.58E-05,-9.67E-05,9.43169E-05,-4.19E-06,-0.000250492,0.000922933,0.000362136,0.000887301,,,,,,,,,
7056,-6.26E-05,-1.28E-04,6.70925E-06,7.49E-07,-0.000219744,0.000806548,0.000284732,0.000640828,,,,,,,,,
7057,-5.16E-05,-1.31E-04,-3.15E-05,-4.71E-06,-2.10E-04,0.000716806,0.000215583,0.000542183,,,,,,,,,
7058,-6.65E-05,-1.41E-04,-4.71E-05,-1.33E-05,-2.14E-04,0.00070136,0.000208151,0.000552427,,,,,,,,,
7059,-5.95E-05,-1.33E-04,-3.28E-05,-4.84E-06,-0.000214275,0.000764251,0.000252035,0.000620119,,,,,,,,,
7060,-1.97E-05,-8.17E-05,8.10247E-05,3.69E-05,-0.000167739,0.000893116,0.000363215,0.001023564,,,,,,,,,
7061,-1.54E-04,-0.000246044,9.9007E-05,-1.23E-04,-0.000182271,0.000760909,0.000192851,0.000947513,,,,,,,,,
7062,-1.82E-04,-0.000287574,1.55305E-05,-1.68E-04,-1.42E-04,0.000895049,0.000262271,0.000919234,,,,,,,,,
7063,-8.76E-05,-0.000197418,-1.85375E-05,-1.50E-04,-7.94E-05,0.000951815,0.000339772,0.001059152,,,,,,,,,
7064,-6.13E-05,-1.49E-04,-7.458E-06,-7.03E-05,-8.57E-05,0.000935848,0.000336435,0.001114954,,,,,,,,,
7065,-3.34E-05,-1.09E-04,2.72E-05,4.42E-06,-0.000101652,0.000971314,0.000343986,0.000760619,,,,,,,,,
7066,-4.91E-05,-1.29E-04,-2.80E-05,-8.99E-05,-9.16608E-05,0.00095458,0.000381622,0.000612553,,,,,,,,,
7067,-1.40E-04,-2.62E-04,-2.31E-04,-9.51E-05,-1.38E-04,0.000804093,0.000222583,0.000388101,,,,,,,,,
7068,-1.53E-04,-2.78E-04,-2.49E-04,-8.64E-05,-1.34E-04,0.000805557,0.000214793,0.000384059,,,,,,,,,
7069,-1.22E-04,-1.92E-04,-1.05E-04,-7.05E-05,-0.000150994,0.000909254,0.000347905,0.000549778,,,,,,,,,
7070,-5.67E-05,-1.35E-04,-3.68E-05,-3.30E-05,-9.33743E-05,0.000926581,0.000379037,0.000674832,,,,,,,,,
7071,-9.32E-05,-1.67E-04,-9.09E-05,-9.47E-05,-1.07E-04,0.000923447,0.000319887,0.000624549,,,,,,,,,
7072,-1.31E-04,-0.000234302,-1.03E-04,-1.58E-04,-5.67965E-05,0.001034368,0.000355423,0.00073374,,,,,,,,,
7073,-1.28E-04,-0.000302754,-1.43E-04,-1.62E-04,3.82815E-05,0.001492266,0.000579354,0.00107136,,,,,,,,,
7074,-1.17E-04,-0.000316553,-1.19E-04,-1.63E-04,6.9078E-05,0.001516,0.000581563,0.001183521,,,,,,,,,
7075,-8.60E-05,-0.00023317,5.33E-06,-9.20E-05,-2.58E-05,0.001061972,0.000377145,0.001016814,,,,,,,,,
7076,-1.90E-04,-3.08E-04,8.0488E-05,-2.04E-04,-2.07E-04,0.000868316,0.00021765,0.00088989,,,,,,,,,
7077,-3.43E-05,-1.34E-04,0.000165552,-3.20E-05,-0.000165507,0.000855666,0.000287775,0.000956576,,,,,,,,,
7078,8.43E-06,-4.53E-05,9.4142E-05,1.08E-05,-0.000165552,0.000939321,0.000376657,0.001013671,,,,,,,,,
7079,-4.47E-05,-9.64E-05,9.88543E-05,-1.70E-05,-0.000248864,0.000915658,0.00036113,0.000899062,,,,,,,,,
7080,-2.00E-05,-6.85E-05,3.77E-05,8.72E-07,-0.000174087,0.00084886,0.000323497,0.000699017,,,,,,,,,
7081,-1.11E-05,-7.78E-05,-2.89E-05,3.39E-05,-1.54E-04,0.000712842,0.0002346,0.000664521,,,,,,,,,
7082,-1.38E-05,-7.69E-05,-2.25E-05,4.04E-05,-1.59E-04,0.000686724,0.00023786,0.000674788,,,,,,,,,
7083,-3.02E-05,-8.13E-05,2.11E-05,3.42E-05,-1.83E-04,0.000756402,0.000307519,0.000743516,,,,,,,,,
7084,-9.60E-05,-1.20E-04,1.15E-04,-2.00E-05,-0.000250641,0.000828274,0.000336289,0.00108882,,,,,,,,,
7085,2.34395E-05,-4.09075E-05,0.000188876,-3.30E-05,-0.000122726,0.00082155,0.000321578,0.001117878,,,,,,,,,
