LoadLevel,101_CT_1,101_CT_2,101_PV_1,101_PV_2,101_PV_3,101_PV_4,101_STEAM_3,101_STEAM_4,102_CT_1,102_CT_2,102_PV_1,102_PV_2,102_STEAM_3,102_STEAM_4,103_PV_1,104_PV_1,107_CC_1,113_CT_1,113_CT_2,113_CT_3,113_CT_4,113_PV_1,115_STEAM_1,115_STEAM_2,115_STEAM_3,116_STEAM_1,118_CC_1,118_RTPV_1,118_RTPV_10,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,119_PV_1,121_NUCLEAR_1,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,122_WIND_1,123_CT_1,123_CT_4,123_CT_5,123_STEAM_2,123_STEAM_3
09-20 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23095930233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4698267955991514,0.0,0.0,0.0,0.05952,0.0697659951308501
09-20 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22830591291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4679496911255036,0.0,0.0,0.0,0.0,0.0733192104144965
09-20 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22650296883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4666742226298238,0.0,0.0,0.0,0.0,0.0352904976901792
09-20 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22551645225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4659763248396364,0.0,0.0,0.0,0.0144823343403625,0.0
09-20 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22612877289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4664095028249089,0.0,0.0,0.0,0.0273977462850925,0.0
09-20 05:00:00+02:00,0.0,0.0,0.022,0.0248,0.0248,0.0252,0.0,0.0,0.0,0.0,0.0243999999999999,0.0243999999999999,0.0,0.0,0.0004,0.0248,0.2052150180548015,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4343941849252013,0.0,0.0,0.0,0.0,0.0
09-20 06:00:00+02:00,0.0,0.0,0.0608,0.062,0.0624,0.0628,0.0,0.0,0.0,0.0,0.0604,0.0604,0.0,0.0,0.0416,0.06,0.0,0.0,0.0,0.0,0.0,0.2032,0.0,0.0,0.0,0.0,0.0,0.006,0.0024,0.006,0.0052,0.006,0.0052,0.006,0.0056,0.0064,0.0052,0.0396,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.172503982759999,0.0,0.0,0.0,0.0,0.0
09-20 07:00:00+02:00,0.0,0.0,0.0716,0.0716,0.0724,0.0792,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.1012,0.0552677691196497,0.0,0.0,0.0,0.0,0.0,0.2728,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0101281978703504,0.014,0.0144,0.014,0.0144,0.0156,0.0156,0.0136,0.0992,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-20 08:00:00+02:00,0.0,0.0,0.0795999999999999,0.0744,0.0752,0.0717646039649976,0.0,0.0,0.0,0.0,0.0748,0.074,0.0,0.0,0.1528,0.0732,0.0,0.0,0.0,0.0,0.0,0.3036,0.0,0.0,0.0,0.0,0.0,0.022,0.01,0.022,0.0216,0.0216,0.0216,0.022,0.0232,0.0248,0.0212,0.0307209969449879,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-20 09:00:00+02:00,0.0,0.0,0.0832,0.0679017261564203,0.0795999999999999,0.086,0.0,0.0,0.0,0.0,0.0788,0.0784,0.0,0.0,0.1856,0.0776,0.0,0.0,0.0,0.0,0.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0268,0.0132,0.0268,0.0264,0.0264,0.0264,0.0272,0.03,0.0316,0.028,0.0233613868235767,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-20 10:00:00+02:00,0.0,0.0,0.0808,0.0824,0.0836,0.0819684017074169,0.0,0.0,0.0,0.0,0.0824,0.082,0.0,0.0,0.2048,0.0812,0.0,0.0,0.0,0.0,0.0,0.3116,0.0,0.0,0.0,0.0,0.0,0.0292,0.0148,0.0292,0.0288,0.0288,0.0288,0.0296,0.0348,0.0356,0.032,0.040926006962589,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-20 11:00:00+02:00,0.0,0.0,0.0804,0.0815999999999999,0.0824,0.0852,0.0,0.0,0.0,0.0,0.0812,0.0812,0.0,0.0,0.2112,0.0804,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.03,0.0152,0.0,0.0,0.0296,0.03,0.0304,0.0345404009700062,0.0372,0.0,0.1996,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-20 12:00:00+02:00,0.0,0.0,0.0808,0.0812,0.082,0.0828,0.0,0.0,0.0,0.0,0.0808,0.0804,0.0,0.0,0.1996,0.0795999999999999,0.0,0.0,0.0,0.0,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0296,0.0152,0.0296,0.0288,0.0292,0.0288,0.0296,0.0344,0.0364,0.032,0.1964,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0033157096700003,0.0,0.0,0.0,0.0,0.0
09-20 13:00:00+02:00,0.0,0.0,0.0795999999999999,0.0784,0.0795999999999999,0.0804,0.0,0.0,0.0,0.0,0.0784,0.078,0.0,0.0,0.176,0.0772,0.0,0.0,0.0,0.0,0.0,0.2924,0.0,0.0,0.0,0.0,0.0,0.0264,0.0136,0.0264,0.026,0.026,0.026,0.0264,0.0312,0.0327999999999999,0.0288,0.1756,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1576081392000003,0.0,0.0,0.0,0.0,0.0
09-20 14:00:00+02:00,0.0,0.0,0.0736,0.0736,0.0744,0.0772,0.0,0.0,0.0,0.0,0.0732,0.0732,0.0,0.0,0.1396,0.0724,0.0343210654165882,0.0,0.0,0.0,0.0,0.2688,0.0,0.0,0.0,0.0,0.0,0.0216,0.0108,0.0216,0.022,0.0212,0.0216,0.0216,0.0256,0.0264,0.0232,0.1436,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3263723046233951,0.0,0.0,0.0,0.0,0.0
09-20 15:00:00+02:00,0.0,0.0,0.0616,0.062,0.0624,0.0644,0.0,0.0,0.0,0.0,0.0604,0.0608,0.0,0.0,0.0844,0.0604,0.26091198666,0.0,0.0,0.0,0.0,0.2251999999999999,0.0,0.0,0.0374652035517453,0.0,0.0,0.0132,0.0072,0.0132,0.014,0.0128,0.0136,0.0128,0.0176,0.0172,0.0152,0.0888,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.3962161055382553,0.0,0.0,0.0,0.0,0.0
09-20 16:00:00+02:00,0.0,0.0,0.0256,0.0308,0.0312,0.0332,0.0,0.0,0.0,0.0,0.0256,0.026,0.0,0.0,0.0148,0.03,0.25914306035,0.0,0.0,0.0,0.0,0.0944,0.0,0.0,0.1488,0.0,0.0,0.004,0.0024,0.004,0.0048,0.004,0.0044,0.0032,0.006,0.0056,0.0052,0.0252,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4731255435586402,0.0,0.0,0.0,0.05952,0.3004731720713638
09-20 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699202462803634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25531605643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.1001101696298482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4892596143397881,0.0,0.0,0.0,0.1488,0.322
09-20 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604079397821627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25441458438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0910308576694654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4881991422483679,0.0,0.0,0.0,0.1488,0.322
09-20 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158975233984726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25019637554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0485465302214731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4832369334900523,0.0,0.0,0.0,0.1488,0.322
09-20 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24572303314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4802711974816945,0.0,0.0,0.0,0.118690924968309,0.322
09-20 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23953179121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4758912870346435,0.0,0.0,0.0,0.05952,0.2505817613253551
09-20 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23383380752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4718603254977336,0.0,0.0,0.0,0.05952,0.1303966785622648
09-20 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22930943838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4686596215906286,0.0,0.0,0.0,0.0,0.0944861350793747
09-21 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22617979963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4664456009839011,0.0,0.0,0.0,0.0284740309160971,0.0
09-21 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22395163287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344821774705268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4606634192494762,0.0,0.0,0.0,0.0,0.0
09-21 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22242083127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095249065832917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.452249215116704,0.0,0.0,0.0,0.0,0.0
09-21 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22184252845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1000966043329872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4490705158370083,0.0,0.0,0.0,0.0,0.0
09-21 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22194458189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017604224724342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4496314628075649,0.0,0.0,0.0,0.0,0.0
09-21 05:00:00+02:00,0.0,0.0,0.0216,0.0243999999999999,0.0248,0.0252,0.0,0.0,0.0,0.0,0.0236,0.0236,0.0,0.0,0.0004,0.024,0.106067772686604,0.0,0.0,0.0,0.0,0.0548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.4262541471933986,0.0,0.0,0.0,0.0,0.0
09-21 06:00:00+02:00,0.0,0.0,0.0608,0.0616,0.0624,0.0624,0.0,0.0,0.0,0.0,0.0596,0.06,0.0,0.0,0.0407999999999999,0.06,0.0,0.0,0.0,0.0,0.0,0.2024,0.0,0.0,0.0,0.0,0.0,0.006,0.0024,0.006,0.0052,0.0056,0.0052,0.0056,0.006,0.006,0.0052,0.0384,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0571094256699992,0.0,0.0,0.0,0.0,0.0
09-21 07:00:00+02:00,0.0,0.0,0.0207942114099915,0.0772,0.078,0.0784,0.0,0.0,0.0,0.0,0.074,0.0744,0.0,0.0,0.0992,0.074,0.0,0.0,0.0,0.0,0.0,0.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-21 08:00:00+02:00,0.0,0.0,0.082,0.0795999999999999,0.0804,0.0844,0.0,0.0,0.0,0.0,0.078,0.078,0.0,0.0,0.1492,0.0,0.0,0.0,0.0,0.0,0.0,0.1387781649690723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0212,0.0082715874009587,0.0212,0.0252,0.0248,0.0228,0.1464,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-21 09:00:00+02:00,0.0,0.0,0.082,0.0703262826664389,0.0812,0.0,0.0,0.0,0.0,0.0,0.0792,0.0795999999999999,0.0,0.0,0.1816,0.0792,0.0,0.0,0.0,0.0,0.0,0.3072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0190984827235533,0.0,0.0,0.0312,0.0,0.1796,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-21 10:00:00+02:00,0.0,0.0,0.0812,0.0808,0.082,0.0836,0.0,0.0,0.0,0.0,0.08,0.0804,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.3088,0.0,0.0,0.0,0.0,0.0,0.0296,0.0144,0.0296,0.0264,0.0288,0.0268,0.0292,0.0356,0.0352,0.0312,0.1348218215399877,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-21 11:00:00+02:00,0.0,0.0,0.082,0.0788,0.0795999999999999,0.082,0.0,0.0,0.0,0.0,0.078,0.0784,0.0,0.0,0.2012,0.0776,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.0304,0.0152,0.0304,0.0283999999999999,0.0292,0.0283999999999999,0.03,0.0372,0.0368,0.0324,0.0477822856799875,0.0,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-21 12:00:00+02:00,0.0,0.0,0.0804,0.0748,0.0756,0.078,0.0,0.0,0.0,0.0,0.074,0.0744,0.0,0.0,0.1864,0.074,0.0,0.0,0.0,0.0,0.0,0.2948,0.0,0.0,0.0,0.0,0.0,0.0288,0.0144,0.0288,0.028,0.028,0.0283999999999999,0.0283999999999999,0.0356,0.0352,0.0312,0.192,0.0158598718499996,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-21 13:00:00+02:00,0.0,0.0,0.0772,0.0776,0.0784,0.0776,0.0,0.0,0.0,0.0,0.0764,0.0768,0.0,0.0,0.1684,0.0764,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.026,0.0132,0.026,0.0256,0.0252,0.0256,0.0256,0.0324,0.032,0.0283999999999999,0.172,0.1671277586699996,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.0,0.0
09-21 14:00:00+02:00,0.0,0.0,0.074,0.0748,0.0756,0.0768,0.0,0.0,0.0,0.0,0.0732,0.074,0.0,0.0,0.1376,0.0736,0.0318684120816064,0.0,0.0,0.0,0.0,0.2764,0.0,0.0,0.0,0.0,0.0,0.0212,0.0108,0.0212,0.0212,0.0203999999999999,0.0208,0.0203999999999999,0.0268,0.0264,0.0236,0.1392,0.3283395785983833,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0004,0.0,0.0,0.0,0.0,0.0
09-21 15:00:00+02:00,0.0,0.0,0.0604,0.0612,0.062,0.062,0.0,0.0,0.0,0.0,0.0596,0.0604,0.0,0.0,0.0812,0.0604,0.26171140524,0.0,0.0,0.0,0.0,0.2211999999999999,0.0,0.0,0.064759816054204,0.0,0.0,0.0128,0.0068,0.0128,0.0136,0.012,0.0132,0.012,0.0168,0.0168,0.0148,0.0856,0.3495488181757871,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0584,0.0,0.0,0.0,0.0,0.0
09-21 16:00:00+02:00,0.0,0.0,0.024,0.0296,0.0304,0.032,0.0,0.0,0.0,0.0,0.024,0.0252,0.0,0.0,0.012,0.0288,0.26058881741,0.0,0.0,0.0,0.0,0.0896,0.0,0.0,0.1488,0.0,0.0525025743418573,0.0036,0.002,0.0036,0.0048,0.0032,0.004,0.0024,0.0056,0.0052,0.0048,0.0216,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0836,0.0,0.0,0.0,0.0785336456481395,0.322
09-21 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0227208240160336,0.0744799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25790141022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0852206725158076,0.181229246318159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.1488,0.322
09-21 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.020746571390392,0.0744799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25771431223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0834004934517015,0.1809449417879078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0,0.0,0.0,0.0,0.1488,0.322
09-21 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553825700080858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25393833499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0528503873535673,0.1478227455083447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0212,0.0,0.0,0.0,0.1488,0.322
09-21 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24779811975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.075535005786488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0708,0.0,0.0,0.0,0.1458640047035198,0.322
09-21 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24017812964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0281286930212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1024,0.0,0.0,0.0,0.05952,0.2580345332587245
09-21 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23320447798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0423113535945069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0864,0.0,0.0,0.0,0.0,0.1673462662254941
09-21 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22876515341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2882745746229207,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.18,0.0,0.0,0.0,0.0,0.0830057697070796
09-22 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22599270164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283132410680498,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.238,0.0,0.0,0.0,0.0245276548019511,0.0
09-22 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22408770413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1367006015650824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2634113484949167,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.198,0.0,0.0,0.0,0.0,0.0
09-22 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22332230334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1242219662693462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2132042464906458,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.244,0.0,0.0,0.0,0.0,0.0
09-22 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22429181101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1400282375810326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197333242338958,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.2652,0.0,0.0,0.0,0.0,0.0
09-22 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22822086839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3466895275026427,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1212,0.0,0.0,0.0,0.0,0.071525403527355
09-22 05:00:00+02:00,0.0,0.0,0.0208,0.0232,0.0232,0.024,0.0,0.0,0.0,0.0,0.0232,0.0228,0.0,0.0,0.0004,0.0236,0.23252412171,0.0,0.0,0.0,0.0,0.0536,0.0,0.0,0.0988918775958413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147339756041545,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1536,0.0,0.0,0.0,0.0,0.0
09-22 06:00:00+02:00,0.0,0.0,0.0572,0.0588,0.0588,0.0584,0.0,0.0,0.0,0.0,0.0584,0.058,0.0,0.0,0.0412,0.0572,0.0,0.0,0.0,0.0,0.0,0.2004,0.0,0.0,0.0,0.0,0.0,0.006,0.0024,0.006,0.0048,0.0056,0.0052,0.0056,0.006,0.006,0.0052,0.0392,0.1449374810299996,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.1931999999999999,0.0,0.0,0.0,0.0,0.0
